task,target_dialect,n,orig_ppl_mean,orig_ppl_median,orig_ppl_std,para_ppl_mean,para_ppl_median,para_ppl_std,delta_ppl_mean,delta_ppl_median,delta_ppl_std,ratio_ppl_mean,ratio_ppl_median,ratio_ppl_std,orig_nll_mean,orig_nll_median,orig_nll_std,para_nll_mean,para_nll_median,para_nll_std,delta_nll_mean,delta_nll_median,delta_nll_std,orig_len_mean,orig_len_median,orig_len_std,para_len_mean,para_len_median,para_len_std,length_ratio_mean,length_ratio_median,length_ratio_std,delta_nll_bootstrap_ci_low,delta_nll_bootstrap_ci_high
NLI,PNT3,11,64.58269030403238,42.10799858816212,72.41070466818108,177.50443446592314,146.68829015169266,200.44716898676316,112.92174416189073,81.15410691596225,134.20890416312443,3.0385926668017165,2.268252117180114,1.951575958042518,3.8608438968658447,3.7402377128601074,0.7184447483681754,4.8094166842373935,4.988309860229492,0.8433781984483174,0.9485727873715487,0.81900954246521,0.5860042730773839,18.181818181818183,18.0,5.325752187591567,18.09090909090909,18.0,4.908249086070214,1.0008635298882977,1.0,0.054407380325171464,0.6276812287894162,1.2949816465377808
NLI,PNT4,11,64.58269030403238,42.10799858816212,72.41070466818108,74.37340419668065,78.10951327824417,39.11702038867423,9.790713892648284,14.72639316582302,61.798660837665054,1.6078125991405798,1.2584596073102499,1.0888515747695013,3.8608438968658447,3.7402377128601074,0.7184447483681754,4.161687309091741,4.35811185836792,0.5968391536606337,0.30084341222589667,0.2298884391784668,0.6116047804781317,18.181818181818183,18.0,5.325752187591567,17.818181818181817,17.0,5.306942280036251,0.9807540240976774,1.0,0.035684212539740245,-0.03370971625501459,0.6467520973899148
QA,PNB,11,72.08737996497811,36.942242818272305,83.25639460129267,60.743056907862005,29.884802478270544,62.20808666213235,-11.344323057116101,0.0,26.3091556626666,0.9008941506407399,1.0,0.2085049417456734,3.8824452486905185,3.6093556880950928,0.8594519277418708,3.7399780316786333,3.3973500728607178,0.8470344707246177,-0.14246721701188522,0.0,0.3250886298241224,19.545454545454547,21.0,3.387141460395074,19.545454545454547,21.0,3.531674853766591,0.9989814107461167,1.0,0.02390892834037629,-0.3486480279402299,-0.0006869706240567294
QA,PNN,11,72.08737996497811,36.942242818272305,83.25639460129267,124.94112940521745,62.93045571342248,223.42862044124874,52.853749440239355,0.0,144.5163285387653,1.408046101810695,1.0,0.6145666811513946,3.8824452486905185,3.6093556880950928,0.8594519277418708,4.14631030776284,4.142030239105225,1.0315042962141905,0.2638650590723211,0.0,0.4043256181106467,19.545454545454547,21.0,3.3871414603950734,19.0,21.0,3.63318042491699,0.9707636331004214,1.0,0.05147427611595427,0.049028049815784805,0.5029517200860109
QA,PNT1,11,72.08737996497811,36.942242818272305,83.25639460129267,228.8149244927348,83.11325224376088,370.7766357273603,156.72754452775663,36.125639193000836,300.02586464527525,2.849623933265479,1.9781523223973358,2.66843907715995,3.8824452486905185,3.6093556880950928,0.8594519277418708,4.536331848664717,4.420204162597656,1.3530047853735556,0.6538865999741987,0.6821632385253906,0.996682201458802,19.545454545454547,21.0,3.387141460395074,19.545454545454547,21.0,3.387141460395074,1.0002164502164503,1.0,0.021833594157826878,0.059687587347897635,1.2046440471302378
QA,PNT2,11,72.08737996497811,36.942242818272305,83.25639460129267,228.10538273872717,120.8926882773731,279.0643506774392,156.01800277374906,83.96015909371675,198.03376265727837,3.234211731360743,3.177010094606138,0.7473095487627603,3.8824452486905185,3.6093556880950928,0.8594519277418708,5.029850569638339,4.79490327835083,0.8515852918989519,1.1474053209478206,1.1559405326843262,0.2477171830639051,19.545454545454547,21.0,3.387141460395074,19.09090909090909,20.0,3.330301651638946,0.9772571395939278,1.0,0.026393526822937326,0.9969205899672074,1.2800767833536322
QA,PNT3,11,72.08737996497811,36.942242818272305,83.25639460129267,193.3445636857293,118.6154813842214,231.15205542465208,121.2571837207512,77.70800984840017,152.05032620306187,2.7040834033385646,2.654992580626334,0.8924331999780444,3.8824452486905185,3.6093556880950928,0.8594519277418708,4.798950065266002,4.7758870124816895,0.9531922920427218,0.9165048165754839,0.9764418601989746,0.47666383203690144,19.545454545454547,21.0,3.387141460395074,19.545454545454547,20.0,3.6705213897656654,0.998958626512806,1.0,0.05461117453935824,0.6072284942323511,1.1385473197156732
QA,PNT4,11,72.08737996497811,36.942242818272305,83.25639460129267,91.20085375943181,57.339146412055314,83.67109914675524,19.113473794453714,8.86339228970801,31.568592969617434,1.5114431664644625,1.194752934909246,0.7697108088425229,3.8824452486905185,3.6093556880950928,0.8594519277418708,4.189252203161066,4.048983573913574,0.8295529397061816,0.3068069544705478,0.17793941497802734,0.4720734593998502,19.545454545454547,21.0,3.387141460395074,19.363636363636363,21.0,3.3844564489065974,0.9906998372471517,1.0,0.020974135217392408,0.04625318267128684,0.5829653745347801
SENT,PNB,14,210.83402596528975,168.60103560708205,133.40313885119477,167.7387272297878,126.67353597611574,124.13482036988803,-43.09529873550191,-25.527364006488916,52.20903124478913,0.8131225250814816,0.8527343347534758,0.20946546625500342,5.1498612676348,5.112451553344727,0.6980485245725884,4.906261818749564,4.840447902679443,0.6812106310849124,-0.24359944888523646,-0.15933513641357422,0.2945328650454451,26.071428571428573,20.5,16.582958285375547,25.642857142857142,20.0,16.67613284288077,0.9795673937591233,1.0,0.07473888971444305,-0.40140751515116013,-0.1086634831769126
SENT,PNN,14,210.83402596528975,168.60103560708205,133.40313885119477,287.00384039109474,142.59884764696125,285.72613376687667,76.16981442580494,0.0,195.77949363265253,1.2673795315565424,1.0,0.6955950199337835,5.1498612676348,5.112451553344727,0.6980485245725884,5.257737295968192,4.959421396255493,0.8985200006317412,0.10787602833339147,0.0,0.5170387454060225,26.071428571428573,20.5,16.582958285375547,24.642857142857142,21.0,14.579264215142857,0.9633529024097838,0.9352226720647774,0.08193072692249531,-0.15224367635590688,0.3676889470645359
SENT,PNT1,14,210.83402596528975,168.60103560708205,133.40313885119474,298.651427973543,226.72592433527578,213.38560049624027,87.81740200825331,38.188011602746165,235.8685573126869,1.8420386172939371,1.299498934247469,1.5988063093553424,5.1498612676348,5.112451553344727,0.6980485245725883,5.49854234286717,5.423212051391602,0.6440640295697575,0.3486810752323696,0.26093149185180664,0.7337976694020301,26.071428571428573,20.5,16.582958285375547,24.714285714285715,19.5,14.688711371602404,0.9584496602884964,1.0,0.06422136111870717,-0.014855121714728211,0.7303857675620474
SENT,PNT2,14,210.83402596528975,168.60103560708205,133.40313885119477,475.5486813148676,379.1843326782249,404.3138153465575,264.71465534957787,204.21168557754527,362.69569666137335,2.5453878988012684,2.1141005496033567,1.4618012093867276,5.1498612676348,5.112451553344727,0.6980485245725884,5.922269718987601,5.9360082149505615,0.702242267498182,0.7724084513528007,0.7485694885253906,0.6218930784175353,26.071428571428573,20.5,16.582958285375547,24.785714285714285,19.0,16.839416084470805,0.9427165253293073,0.9528508771929824,0.06529313159456702,0.45191113523074555,1.0755921866212568
SENT,PNT3,14,210.83402596528975,168.60103560708205,133.40313885119474,464.0538230217733,351.4700753206132,382.2404483849922,253.21979705648351,110.71860802094143,355.3919547895827,2.4232410824135795,1.9599135925665463,1.5047378707648287,5.1498612676348,5.112451553344727,0.6980485245725883,5.883732046399798,5.85514235496521,0.7226462402112688,0.7338707787649972,0.6725409030914307,0.5527817905326631,26.071428571428573,20.5,16.582958285375547,24.642857142857142,19.0,15.775380735901031,0.9495444874674197,0.9542036910457963,0.08337066462722935,0.4791188231536321,1.0150766432285308
SENT,PNT4,14,210.83402596528975,168.60103560708205,133.40313885119474,404.69061320235903,265.93190490481487,568.9923850684381,193.85658723706928,12.082713517776497,497.93397066388457,1.6582608902860578,1.1095593219849813,1.2025708735925633,5.1498612676348,5.112451553344727,0.6980485245725883,5.494447469711304,5.5831804275512695,0.9885022709279807,0.3445862020765032,0.10381484031677246,0.5435723961936769,26.071428571428573,20.5,16.582958285375547,25.142857142857142,19.0,16.445046684018884,0.9640089234074196,0.986842105263158,0.048240084393906264,0.0789942605154855,0.6321688779762813
