sample_id,task,original_text,hypothesis,dialect_text,label,target_dialect,domain,confidence,annotator_id,review_count,final_status,annotation_type,baseline_text,dialect_text_eval,orig_len,para_len,length_ratio,orig_n_tokens,orig_nll,orig_ppl,para_n_tokens,para_nll,para_ppl,delta_nll,delta_ppl,ratio_ppl
MCQA_0013_4,MCQA,"Hoa viết thư cho bố vào thời điểm nào?
A. Khi Hoa và mẹ đã ăn cơm xong.
B. Khi em Nụ đang chơi trong nôi.
C. Khi Hoa làm xong bài tập.
D. Khi em Nụ đã ngủ, mẹ chưa về.","Khi em Nụ đã ngủ, mẹ chưa về.","Hoa viết thư cho ba vào thời điểm nào?
A. Khi Hoa và má đã ăn cơm xong.
B. Khi em Nụ đang chơi trong nôi.
C. Khi Hoa mần xong bài tập.
D. Khi em Nụ đã ngủ, má chưa về.",D,PNN,Daily Conversation,high,d873b729-a53d-4068-8b04-cbab8be13616,0,EXPERT_AUTO_PASS,rewrite,"Hoa viết thư cho bố vào thời điểm nào?
A. Khi Hoa và mẹ đã ăn cơm xong.
B. Khi em Nụ đang chơi trong nôi.
C. Khi Hoa làm xong bài tập.
D. Khi em Nụ đã ngủ, mẹ chưa về.","Hoa viết thư cho ba vào thời điểm nào?
A. Khi Hoa và má đã ăn cơm xong.
B. Khi em Nụ đang chơi trong nôi.
C. Khi Hoa mần xong bài tập.
D. Khi em Nụ đã ngủ, má chưa về.",42,42,1.0,65,2.8164100646972656,16.716730841361567,66,3.0797278881073,21.752482481615026,0.2633178234100342,5.035751640253459,1.301240217841738
MCQA_0013_4,MCQA,"Hoa viết thư cho bố vào thời điểm nào?
A. Khi Hoa và mẹ đã ăn cơm xong.
B. Khi em Nụ đang chơi trong nôi.
C. Khi Hoa làm xong bài tập.
D. Khi em Nụ đã ngủ, mẹ chưa về.","Khi em Nụ đã ngủ, mẹ chưa về.","Hoa viết thư cho bố vào thời điểm nào?
A. Khi Hoa và mẹ đã ăn cơm xong.
B. Khi em Nụ đang chơi trong nôi.
C. Khi Hoa làm xong bài tập.
D. Khi em Nụ đã ngủ, mẹ chưa viền.",D,PNT1,Daily Conversation,high,56164f4c-6810-404e-94aa-34d47c343da0,0,EXPERT_AUTO_PASS,rewrite,"Hoa viết thư cho bố vào thời điểm nào?
A. Khi Hoa và mẹ đã ăn cơm xong.
B. Khi em Nụ đang chơi trong nôi.
C. Khi Hoa làm xong bài tập.
D. Khi em Nụ đã ngủ, mẹ chưa về.","Hoa viết thư cho bố vào thời điểm nào?
A. Khi Hoa và mẹ đã ăn cơm xong.
B. Khi em Nụ đang chơi trong nôi.
C. Khi Hoa làm xong bài tập.
D. Khi em Nụ đã ngủ, mẹ chưa viền.",42,42,1.0,65,2.8164100646972656,16.716730841361567,66,2.9982378482818604,20.050174326069946,0.18182778358459473,3.333443484708379,1.1994076184118827
MCQA_0013_4,MCQA,"Hoa viết thư cho bố vào thời điểm nào?
A. Khi Hoa và mẹ đã ăn cơm xong.
B. Khi em Nụ đang chơi trong nôi.
C. Khi Hoa làm xong bài tập.
D. Khi em Nụ đã ngủ, mẹ chưa về.","Khi em Nụ đã ngủ, mẹ chưa về.","Hoa viết thư cho bố vô thời điểm mô?
A. Khi Hoa và mẹ đạ ăn cơm xong.
B. Khi em Nụ đang chơi trong nôi.
C. Khi Hoa mần xong bài tập.
D. Khi em Nụ dạ ngủ, mẹ chưa về.",D,PNT2,Daily Conversation,high,7d958013-3acc-4719-a459-b3a565d57865,1,EXPERT_REVIEW_PASS,rewrite,"Hoa viết thư cho bố vào thời điểm nào?
A. Khi Hoa và mẹ đã ăn cơm xong.
B. Khi em Nụ đang chơi trong nôi.
C. Khi Hoa làm xong bài tập.
D. Khi em Nụ đã ngủ, mẹ chưa về.","Hoa viết thư cho bố vô thời điểm mô?
A. Khi Hoa và mẹ đạ ăn cơm xong.
B. Khi em Nụ đang chơi trong nôi.
C. Khi Hoa mần xong bài tập.
D. Khi em Nụ dạ ngủ, mẹ chưa về.",42,42,1.0,65,2.8164100646972656,16.716730841361567,67,3.6892950534820557,40.016627429660076,0.87288498878479,23.29989658829851,2.3938070074472018
MCQA_0013_4,MCQA,"Hoa viết thư cho bố vào thời điểm nào?
A. Khi Hoa và mẹ đã ăn cơm xong.
B. Khi em Nụ đang chơi trong nôi.
C. Khi Hoa làm xong bài tập.
D. Khi em Nụ đã ngủ, mẹ chưa về.","Khi em Nụ đã ngủ, mẹ chưa về.","Hoa viết thư cho ba khi mô?
A. Khi Hoa với mẹ đã ăn cơm xong.
B. Khi em Nụ đang chơi trong nôi.
C. Khi Hoa làm xong bài tập.
D. Khi em Nụ đã ngủ, mẹ chưa về.",D,PNT3,Daily Conversation,high,60eb0c6c-808a-4dce-b64c-457d29ee614d,1,EXPERT_REVIEW_PASS,rewrite,"Hoa viết thư cho bố vào thời điểm nào?
A. Khi Hoa và mẹ đã ăn cơm xong.
B. Khi em Nụ đang chơi trong nôi.
C. Khi Hoa làm xong bài tập.
D. Khi em Nụ đã ngủ, mẹ chưa về.","Hoa viết thư cho ba khi mô?
A. Khi Hoa với mẹ đã ăn cơm xong.
B. Khi em Nụ đang chơi trong nôi.
C. Khi Hoa làm xong bài tập.
D. Khi em Nụ đã ngủ, mẹ chưa về.",42,40,0.9523809523809523,65,2.8164100646972656,16.716730841361567,63,3.224736452102661,25.146945857714417,0.4083263874053955,8.43021501635285,1.5042980649957163
MCQA_0014_1,MCQA,"Bé cùng bố đi đâu vào mùa hè?
A. Đi đền chùa.
B. Đi lên rừng.
C. Đi leo núi.
D. Đi biển chơi.",Đi biển chơi.,"Bé cùng bố đi đâu vào mùa hè?
A. Đi đền chùa.
B. Đi lên rừng.
C. Đi leo núi.
D. Đi biển chơi.",D,PNB,Daily Conversation,high,7e49e369-5b4e-4441-ba22-55eb0d6e2bdf,2,REVIEW_PASS,rewrite,"Bé cùng bố đi đâu vào mùa hè?
A. Đi đền chùa.
B. Đi lên rừng.
C. Đi leo núi.
D. Đi biển chơi.","Bé cùng bố đi đâu vào mùa hè?
A. Đi đền chùa.
B. Đi lên rừng.
C. Đi leo núi.
D. Đi biển chơi.",24,24,1.0,35,3.1255640983581543,22.772737534840235,35,3.1255640983581543,22.772737534840235,0.0,0.0,1.0
MCQA_0014_1,MCQA,"Bé cùng bố đi đâu vào mùa hè?
A. Đi đền chùa.
B. Đi lên rừng.
C. Đi leo núi.
D. Đi biển chơi.",Đi biển chơi.,"Bé cùng ba đi đâu vào mùa hè? 
A. Đi đền chùa.
B. Đi lên rừng.
C. Đi leo núi.
D. Đi biển chơi.",D,PNN,Daily Conversation,high,9d0d5c61-1083-4b35-8c02-c2c597f8212f,1,EXPERT_REVIEW_PASS,rewrite,"Bé cùng bố đi đâu vào mùa hè?
A. Đi đền chùa.
B. Đi lên rừng.
C. Đi leo núi.
D. Đi biển chơi.","Bé cùng ba đi đâu vào mùa hè? 
A. Đi đền chùa.
B. Đi lên rừng.
C. Đi leo núi.
D. Đi biển chơi.",24,24,1.0,35,3.1255640983581543,22.772737534840235,36,3.2978267669677734,27.053780817516945,0.17226266860961914,4.281043282676709,1.1879898398744155
MCQA_0014_1,MCQA,"Bé cùng bố đi đâu vào mùa hè?
A. Đi đền chùa.
B. Đi lên rừng.
C. Đi leo núi.
D. Đi biển chơi.",Đi biển chơi.,"Bé cùng bố đi mô vào mù hiè ?
A. Đi đền chù
B. Đi lên rừng
C. Đi lieo núi
D. Đi bỉn chơi",D,PNT1,Daily Conversation,high,a4432712-749b-4d01-8b03-4cb9d0f81348,1,EXPERT_REVIEW_PASS,rewrite,"Bé cùng bố đi đâu vào mùa hè?
A. Đi đền chùa.
B. Đi lên rừng.
C. Đi leo núi.
D. Đi biển chơi.","Bé cùng bố đi mô vào mù hiè ?
A. Đi đền chù
B. Đi lên rừng
C. Đi lieo núi
D. Đi bỉn chơi",24,25,1.0416666666666667,35,3.1255640983581543,22.772737534840235,38,4.818549156188965,123.78536720202759,1.6929850578308105,101.01262966718735,5.435682337823774
MCQA_0014_1,MCQA,"Bé cùng bố đi đâu vào mùa hè?
A. Đi đền chùa.
B. Đi lên rừng.
C. Đi leo núi.
D. Đi biển chơi.",Đi biển chơi.,"Bé cùng bố đi mô vào mùa hè?
A. Đi đền chùa.
B. Đi lên rừng.
C. Đi leo núi.
D. Đi biển chơi.",D,PNT2,Daily Conversation,high,e686d659-713a-4b20-a76a-7bb2177c8cfb,2,REVIEW_PASS,rewrite,"Bé cùng bố đi đâu vào mùa hè?
A. Đi đền chùa.
B. Đi lên rừng.
C. Đi leo núi.
D. Đi biển chơi.","Bé cùng bố đi mô vào mùa hè?
A. Đi đền chùa.
B. Đi lên rừng.
C. Đi leo núi.
D. Đi biển chơi.",24,24,1.0,35,3.1255640983581543,22.772737534840235,35,3.595282554626465,36.42599086618576,0.46971845626831055,13.653253331345521,1.5995437882888377
MCQA_0014_1,MCQA,"Bé cùng bố đi đâu vào mùa hè?
A. Đi đền chùa.
B. Đi lên rừng.
C. Đi leo núi.
D. Đi biển chơi.",Đi biển chơi.,"Bé với bọ đi mô mùa hè?
A. Đi đền chùa.
B. Đi lên rú.
C. Đi leo núi.
D. Đi biển chơi.",D,PNT3,Daily Conversation,high,2fdf203d-4d50-4041-9bef-98014b83a48a,0,EXPERT_AUTO_PASS,rewrite,"Bé cùng bố đi đâu vào mùa hè?
A. Đi đền chùa.
B. Đi lên rừng.
C. Đi leo núi.
D. Đi biển chơi.","Bé với bọ đi mô mùa hè?
A. Đi đền chùa.
B. Đi lên rú.
C. Đi leo núi.
D. Đi biển chơi.",24,23,0.9583333333333334,35,3.1255640983581543,22.772737534840235,36,3.976065158843994,53.30686695724557,0.8505010604858398,30.534129422405332,2.3408194502611233
MCQA_0016_5,MCQA,"Chi đã nói gì với cô khi gặp cô?
A. Xin cô cho em được hái một bông hoa.
B. Cô ơi em muốn trồng bông hoa như vậy.
C. Xin cô đừng hiểu lầm, em chỉ ngắm hoa.
D. Hoa hôm nay đẹp quá cô nhỉ.",Xin cô cho em được hái một bông hoa.,"Chi đã nói gì với cô khi gặp cô?
A. Xin cô cho em được hái một bông hoa ạ.
B. Cô ơi em muốn trồng bông hoa như vậy.
C. Xin cô đừng hiểu lầm, em chỉ ngắm hoa thôi ạ.
D. Hoa hôm nay đẹp quá cô nhỉ.",A,PNB,Daily Conversation,high,7e49e369-5b4e-4441-ba22-55eb0d6e2bdf,2,REVIEW_PASS,rewrite,"Chi đã nói gì với cô khi gặp cô?
A. Xin cô cho em được hái một bông hoa.
B. Cô ơi em muốn trồng bông hoa như vậy.
C. Xin cô đừng hiểu lầm, em chỉ ngắm hoa.
D. Hoa hôm nay đẹp quá cô nhỉ.","Chi đã nói gì với cô khi gặp cô?
A. Xin cô cho em được hái một bông hoa ạ.
B. Cô ơi em muốn trồng bông hoa như vậy.
C. Xin cô đừng hiểu lầm, em chỉ ngắm hoa thôi ạ.
D. Hoa hôm nay đẹp quá cô nhỉ.",47,50,1.0638297872340425,69,2.882951259613037,17.866925381524894,74,2.8276588916778564,16.905836066205783,-0.055292367935180664,-0.9610893153191107,0.946208466493462
MCQA_0016_5,MCQA,"Chi đã nói gì với cô khi gặp cô?
A. Xin cô cho em được hái một bông hoa.
B. Cô ơi em muốn trồng bông hoa như vậy.
C. Xin cô đừng hiểu lầm, em chỉ ngắm hoa.
D. Hoa hôm nay đẹp quá cô nhỉ.",Xin cô cho em được hái một bông hoa.,"Chi đã nói gì với cô khi gặp cô?
A. Xin cô cho em được hái một bông hoa.
B. Cô ơi em muốn trồng bông hoa như vậy.
C. Xin cô đừng hiểu lầm, em chỉ ngắm hoa.
D. Hoa hôm nay đẹp quá cô nhỉ.",A,PNN,Daily Conversation,high,e04e5ca5-c8e8-4484-a0aa-f9dc978b200c,1,EXPERT_REVIEW_PASS,rewrite,"Chi đã nói gì với cô khi gặp cô?
A. Xin cô cho em được hái một bông hoa.
B. Cô ơi em muốn trồng bông hoa như vậy.
C. Xin cô đừng hiểu lầm, em chỉ ngắm hoa.
D. Hoa hôm nay đẹp quá cô nhỉ.","Chi đã nói gì với cô khi gặp cô?
A. Xin cô cho em được hái một bông hoa.
B. Cô ơi em muốn trồng bông hoa như vậy.
C. Xin cô đừng hiểu lầm, em chỉ ngắm hoa.
D. Hoa hôm nay đẹp quá cô nhỉ.",47,47,1.0,69,2.882951259613037,17.866925381524894,69,2.882951259613037,17.866925381524894,0.0,0.0,1.0
MCQA_0016_5,MCQA,"Chi đã nói gì với cô khi gặp cô?
A. Xin cô cho em được hái một bông hoa.
B. Cô ơi em muốn trồng bông hoa như vậy.
C. Xin cô đừng hiểu lầm, em chỉ ngắm hoa.
D. Hoa hôm nay đẹp quá cô nhỉ.",Xin cô cho em được hái một bông hoa.,"Chi đã nói gì với cô khi gặp cô?
A. Xin cô cho em được hái một bông hoa.
B. Cô ơi em muốn trồng bông hoa như rứa.
C. Xin cô đừng hiểu lầm, em chỉ ngắm hoa.
D. Hoa hôm nay đẹp quá cô nhỉ.",A,PNT1,Daily Conversation,high,56164f4c-6810-404e-94aa-34d47c343da0,0,EXPERT_AUTO_PASS,rewrite,"Chi đã nói gì với cô khi gặp cô?
A. Xin cô cho em được hái một bông hoa.
B. Cô ơi em muốn trồng bông hoa như vậy.
C. Xin cô đừng hiểu lầm, em chỉ ngắm hoa.
D. Hoa hôm nay đẹp quá cô nhỉ.","Chi đã nói gì với cô khi gặp cô?
A. Xin cô cho em được hái một bông hoa.
B. Cô ơi em muốn trồng bông hoa như rứa.
C. Xin cô đừng hiểu lầm, em chỉ ngắm hoa.
D. Hoa hôm nay đẹp quá cô nhỉ.",47,47,1.0,69,2.882951259613037,17.866925381524894,71,2.946092367172241,19.03144035650203,0.0631411075592041,1.1645149749771377,1.0651771331726325
MCQA_0016_5,MCQA,"Chi đã nói gì với cô khi gặp cô?
A. Xin cô cho em được hái một bông hoa.
B. Cô ơi em muốn trồng bông hoa như vậy.
C. Xin cô đừng hiểu lầm, em chỉ ngắm hoa.
D. Hoa hôm nay đẹp quá cô nhỉ.",Xin cô cho em được hái một bông hoa.,"Chi đạ nói chi với cô khi gặp cô?
A. Xin cô cho em được hái một bông hoa.
B. Cô ơi em muốn trồng bông hoa a rứa.
C. Xin cô đừng có hiểu nhầm, em chỉ ngắm hoa.
D. Hoa hôm ni đẹp quá cô hè.",A,PNT2,Daily Conversation,high,7d958013-3acc-4719-a459-b3a565d57865,1,EXPERT_REVIEW_PASS,rewrite,"Chi đã nói gì với cô khi gặp cô?
A. Xin cô cho em được hái một bông hoa.
B. Cô ơi em muốn trồng bông hoa như vậy.
C. Xin cô đừng hiểu lầm, em chỉ ngắm hoa.
D. Hoa hôm nay đẹp quá cô nhỉ.","Chi đạ nói chi với cô khi gặp cô?
A. Xin cô cho em được hái một bông hoa.
B. Cô ơi em muốn trồng bông hoa a rứa.
C. Xin cô đừng có hiểu nhầm, em chỉ ngắm hoa.
D. Hoa hôm ni đẹp quá cô hè.",47,48,1.0212765957446808,69,2.882951259613037,17.866925381524894,71,3.7138123512268066,41.009852849118616,0.8308610916137695,23.142927467593722,2.295294348266794
