sample_id,task,original_text,hypothesis,dialect_text,label,target_dialect,domain,confidence,annotator_id,review_count,final_status,annotation_type,sample_group,orig_text_eval,orig_n_tokens,orig_nll,orig_ppl,para_n_tokens,para_nll,para_ppl,delta_nll,delta_ppl,ratio_ppl,orig_len,para_len,length_ratio
SENT_0343,SENT,"móa , thiệt chứ tụi này nuôi làm gì vậy nhỉ ?",,"má, thiệt chứ tụi này nuôi làm gì vậy ta ?",Anger,PNN,Daily Conversation,high,e04e5ca5-c8e8-4484-a0aa-f9dc978b200c,0,finalized,qualification,SENT_0343,"móa , thiệt chứ tụi này nuôi làm gì vậy nhỉ ?",15,6.055375576019287,426.39902063181165,14,6.8516645431518555,945.4533455040273,0.7962889671325684,519.0543248722156,2.2172971788328995,12,11,0.9166666666666666
SENT_0462,SENT,tao đã từng viết như thế này . bây giờ không muốn ai đọc chỉ có đốt mà lười đốt,,tao đã từng viết như thế này . bây giờ không muốn ai đọc chỉ có đốt mà làm biếng đốt,Sadness,PNN,Daily Conversation,high,e04e5ca5-c8e8-4484-a0aa-f9dc978b200c,0,finalized,qualification,SENT_0462,tao đã từng viết như thế này . bây giờ không muốn ai đọc chỉ có đốt mà lười đốt,24,4.8982319831848145,134.05256285980548,26,4.758652210235596,116.58868292406656,-0.13957977294921875,-17.463879935738916,0.8697236400172151,20,21,1.05
MCQA_0025_10,MCQA,"Mai đã nói gì khi biết cô cũng quyết định cho mình viết bút mực?
A. Thôi cô ạ, em không thích viết bút mực.
B. Thôi cô ạ, cứ để bạn Lan viết trước.
C. Thôi cô ạ, thế thì em không cho Lan mượn bút nữa.
D. Thôi cô ạ, em nhường bạn Lan viết bút mực.","Thôi cô ạ, cứ để bạn Lan viết trước.","Mai đã nói chi khi biết cô cũng quyết định cho mình viết bút mực?
A. Thôi cô ạ, em không thích viết bút mực.
B. Thôi cô ạ, cứ để bạn Lan viết trước.
C. Thôi cô ạ, thế thì em không chua Lan mượn bút nữa.
D. Thôi cô ạ, em nhường bạn Lan viết bút mực.",B,PNT1,Daily Conversation,high,56164f4c-6810-404e-94aa-34d47c343da0,0,finalized,qualification,MCQA_0025_10,"Mai đã nói gì khi biết cô cũng quyết định cho mình viết bút mực?
A. Thôi cô ạ, em không thích viết bút mực.
B. Thôi cô ạ, cứ để bạn Lan viết trước.
C. Thôi cô ạ, thế thì em không cho Lan mượn bút nữa.
D. Thôi cô ạ, em nhường bạn Lan viết bút mực.",91,2.4825801849365234,11.972114871245452,92,2.7365472316741943,15.433604333472724,0.2539670467376709,3.461489462227272,1.2891293225511105,59,59,1.0
QA_0268,QA,Các toán hạng được chứa trong chỉ thị như thế nào thì được gọi là giá trị tức thời?,các chỉ thị thực (như cộng hay so sánh),Các toán hạng được chứa trong chỉ thị như thế nào thì được gọi là giá trị tức thời?,các chỉ thị thực (như cộng hay so sánh),PNT1,Daily Conversation,high,56164f4c-6810-404e-94aa-34d47c343da0,0,finalized,qualification,QA_0268,Các toán hạng được chứa trong chỉ thị như thế nào thì được gọi là giá trị tức thời?,21,4.642796039581299,103.83426680146997,21,4.642796039581299,103.83426680146997,0.0,0.0,1.0,19,19,1.0
SENT_0018,SENT,"thời buổi bây chừ chuyện gì cũng có thể xảy ra , vậy nên thôi trất , đừng nên tin ai",,"Thời buổi bây chừ chuyện chi cũng có thể xảy ra, vậy nên thôi trớt, đừng nên tin ai",Fear,PNT4,Daily Conversation,high,79761839-4e36-4d46-bc8f-bfd4e0af851a,0,unknown,qualification,SENT_0018,"thời buổi bây chừ chuyện gì cũng có thể xảy ra , vậy nên thôi trất , đừng nên tin ai",24,4.696091175079346,109.51824704776799,24,4.647101402282715,104.28227470712116,-0.04898977279663086,-5.235972340646825,0.9521908678983596,21,19,0.9047619047619048
SENT_0070,SENT,xem cái này mới biết vốn tiếng anh của mình cũng khá !,,xem cái ni mới biết vốn tiếng anh của mình cũng khá !,Surprise,PNT4,Daily Conversation,high,79761839-4e36-4d46-bc8f-bfd4e0af851a,0,unknown,qualification,SENT_0070,xem cái này mới biết vốn tiếng anh của mình cũng khá !,15,5.505312919616699,245.99542042897426,15,6.203869342803955,494.65934948518316,0.6985564231872559,248.6639290562089,2.0108477979898214,13,13,1.0
SENT_0192,SENT,may mình đi làm rồi chứ 10 năm trước chắc sẽ phát khổ với bố mẹ vì mấy tin con nhà người ta như thế nào,,"may chừ mình đi làm rồi, chứ 10 năm trước chắc phát khổ với ba mẹ vì mấy tin con nhà người ta như ri",Enjoyment,PNT4,Daily Conversation,high,79761839-4e36-4d46-bc8f-bfd4e0af851a,0,unknown,qualification,SENT_0192,may mình đi làm rồi chứ 10 năm trước chắc sẽ phát khổ với bố mẹ vì mấy tin con nhà người ta như thế nào,28,4.938327312469482,139.5366530278945,29,5.572239398956299,263.0224524210863,0.6339120864868164,123.48579939319183,1.8849703408645329,26,25,0.9615384615384616
SENT_0237,SENT,"có ai nhìn thấy hình như người đàn ông này đang rất đau khổ không nhỉ ? mình nhận thấy hình như ông ấy đang rất đau khổ , mà không thể or không muốn nói ra .",,"có ai nhìn thấy hình như ông nớ đang rất đau khổ không ? Mình thấy hình như ông nớ đang rất đau khổ, mà không thể hay không muốn nói ra",Sadness,PNT4,Daily Conversation,high,79761839-4e36-4d46-bc8f-bfd4e0af851a,0,unknown,qualification,SENT_0237,"có ai nhìn thấy hình như người đàn ông này đang rất đau khổ không nhỉ ? mình nhận thấy hình như ông ấy đang rất đau khổ , mà không thể or không muốn nói ra .",39,3.525766372680664,33.979804834285595,36,3.6123709678649902,37.05380212242943,0.08660459518432617,3.073997288143836,1.090465419184579,38,32,0.8421052631578947
SENT_0343,SENT,"móa , thiệt chứ tụi này nuôi làm gì vậy nhỉ ?",,"Móa, thiệt chớ tụi ni nuôi làm chi ri bây ?",Anger,PNT4,Daily Conversation,high,79761839-4e36-4d46-bc8f-bfd4e0af851a,0,unknown,qualification,SENT_0343,"móa , thiệt chứ tụi này nuôi làm gì vậy nhỉ ?",15,6.055375576019287,426.39902063181165,15,7.74323034286499,2305.909242321014,1.6878547668457031,1879.5102216892024,5.407867116824661,12,11,0.9166666666666666
SENT_0462,SENT,tao đã từng viết như thế này . bây giờ không muốn ai đọc chỉ có đốt mà lười đốt,,"Ta đã từng viết như ri, bây chừ không muốn ai đọc chỉ có đốt mà ta lười đốt",Sadness,PNT4,Daily Conversation,high,79761839-4e36-4d46-bc8f-bfd4e0af851a,0,unknown,qualification,SENT_0462,tao đã từng viết như thế này . bây giờ không muốn ai đọc chỉ có đốt mà lười đốt,24,4.8982319831848145,134.05256285980548,24,5.59412145614624,268.84135738854343,0.6958894729614258,134.78879452873795,2.0054921118494575,20,19,0.95
MCQA_0048_5,MCQA,"Để có giấc ngủ ngon trong đêm cho con, người mẹ đã làm gì?
A. Người mẹ đã tạo gió làm dịu đi cái hè oi bức.
B. Người mẹ đã thức trắng đêm để đắp chăn cho con.
C. Người mẹ nấu cháo cho con ăn.
D. Người mẹ đã đi mua thuốc về cho con.",Người mẹ đã tạo gió làm dịu đi cái hè oi bức.,"Để có giấc ngủ ngon trong đêm cho con, người mẹ đã làm gì?
A. Người mẹ đã tạo gió làm dịu đi cái nóng hè oi bức.
B. Người mẹ đã thức trắng đêm để đắp chăn cho con.
C. Người mẹ nấu cháo cho con ăn.
D. Người mẹ đã đi mua thuốc về cho con.",A,PNB,Daily Conversation,high,7e49e369-5b4e-4441-ba22-55eb0d6e2bdf,0,unknown,rewrite,MCQA_0048_5,"Để có giấc ngủ ngon trong đêm cho con, người mẹ đã làm gì?
A. Người mẹ đã tạo gió làm dịu đi cái hè oi bức.
B. Người mẹ đã thức trắng đêm để đắp chăn cho con.
C. Người mẹ nấu cháo cho con ăn.
D. Người mẹ đã đi mua thuốc về cho con.",74,2.6129088401794434,13.638665906349102,75,2.5832676887512207,13.240332834512246,-0.029641151428222656,-0.3983330718368556,0.9707938390329348,57,58,1.0175438596491229
MCQA_0002_4,MCQA,"Mùa nào, chúng ta chỉ thấy những cành cây trơ trịu lá?
A. Mùa xuân.
B. Mùa hạ.
C. Mùa thu.
D. Mùa đông.",Mùa đông.,"Mùa nào, chúng ta chỉ thấy những cành cây trơ trụi lá?
A. Mùa xuân
B. Mùa hè
C. Mùa thu
D. Mùa đông",D,PNT4,Daily Conversation,high,79761839-4e36-4d46-bc8f-bfd4e0af851a,0,unknown,qualification,MCQA_0002_4,"Mùa nào, chúng ta chỉ thấy những cành cây trơ trịu lá?
A. Mùa xuân.
B. Mùa hạ.
C. Mùa thu.
D. Mùa đông.",47,2.523056745529175,12.46664584456814,46,1.9669222831726074,7.1486411033860735,-0.5561344623565674,-5.318004741182066,0.5734213671033912,24,24,1.0
MCQA_0004_3,MCQA,"Sau khi ngưng hót, bầy chim sơn ca đã làm gì?
A. Nhảy thẳng lên trời xanh.
B. Bay thẳng lên bầu trời.
C. Luyện xuống đất kiếm ăn.
D. Tiếp tục hót vang xa hơn nữa.",Bay thẳng lên bầu trời.,"Sau khi ngưng hót, bầy chim sơn ca đã làm chi?
A. Nhảy thẳng lên trời xanh.
B. Bay thẳng lên bầu trời.
C. Liệng xuống đất kiếm ăn.
D. Tiếp tục hót vang xa hơn nữa.",B,PNT4,Daily Conversation,high,79761839-4e36-4d46-bc8f-bfd4e0af851a,0,unknown,qualification,MCQA_0004_3,"Sau khi ngưng hót, bầy chim sơn ca đã làm gì?
A. Nhảy thẳng lên trời xanh.
B. Bay thẳng lên bầu trời.
C. Luyện xuống đất kiếm ăn.
D. Tiếp tục hót vang xa hơn nữa.",57,3.323922872543335,27.769071698423964,58,3.4594051837921143,31.79805688875874,0.1354823112487793,4.028985190334776,1.1450889404618967,37,37,1.0
QA_10332,QA,Vimara Peres đã thành lập một trong các thành phố đầu tiên vào thời gian này với tên gọi là gì?,Vimaranes,"Vimara Peres đã thành lập một trong các thành phố đầu tiên vào thời gian ni với tên gọi là chi?

",Vimaranes,PNT4,Daily Conversation,high,79761839-4e36-4d46-bc8f-bfd4e0af851a,0,unknown,qualification,QA_10332,Vimara Peres đã thành lập một trong các thành phố đầu tiên vào thời gian này với tên gọi là gì?,26,4.169768810272217,64.70049228899177,26,5.050785064697266,156.14500030822407,0.8810162544250488,91.4445080192323,2.4133510392901725,21,21,1.0
QA_10377,QA,"Khi tham gia cuộc chiến Tám mươi Năm, Bồ Đào Nha đã làm mất cái gì tại vùng vịnh Ba Tư?",cảng mậu dịch chiến lược Hormuz,"Khi tham gia cuộc chiến Tám mươi Năm, Bồ Đào Nha đã làm mất cái chi tại vùng vịnh Ba Tư?

",cảng mậu dịch chiến lược Hormuz,PNT4,Daily Conversation,high,79761839-4e36-4d46-bc8f-bfd4e0af851a,0,unknown,qualification,QA_10377,"Khi tham gia cuộc chiến Tám mươi Năm, Bồ Đào Nha đã làm mất cái gì tại vùng vịnh Ba Tư?",31,3.1572325229644775,23.50545502567375,31,3.544461965560913,34.62105301145488,0.38722944259643555,11.115597985781132,1.4728943972214177,21,21,1.0
MCQA_0043_3,MCQA,"Theo lời người cha đã mất, hai người con đã làm gì?
A. Hai người con rời bỏ mảnh đất quê hương, theo đuổi điều hão huyền.
B. Hai người con đào bới cả đám ruộng mà chẳng thấy kho báu đâu.
C. Hai người con thay phiên nhau cấy cày, làm giàu từ mảnh ruộng.
D. Hai người con bán mảnh ruộng, lên thành phố kiếm sống.",Hai người con đào bới cả đám ruộng mà chẳng thấy kho báu đâu.,"Theo lời người cha đã mất, hai người con đã làm gì?
A. Hai người con rời bỏ mảnh đất quê hương, theo đuổi điều hão huyền.
B. Hai người con đào bới cả đám ruộng mà chẳng thấy kho báu mô.
C. Hai người con thay phiên nhau cấy cày, làm giàu từ mảnh ruộng.
D. Hai người con bán mảnh ruộng, lên thành phố kiếm sống.",B,PNT4,Daily Conversation,high,5ea76d15-516d-4285-a781-7b1c6a04a627,0,unknown,rewrite,MCQA_0043_3,"Theo lời người cha đã mất, hai người con đã làm gì?
A. Hai người con rời bỏ mảnh đất quê hương, theo đuổi điều hão huyền.
B. Hai người con đào bới cả đám ruộng mà chẳng thấy kho báu đâu.
C. Hai người con thay phiên nhau cấy cày, làm giàu từ mảnh ruộng.
D. Hai người con bán mảnh ruộng, lên thành phố kiếm sống.",98,3.020037889480591,20.492068103300454,98,3.1300148963928223,22.874320284763392,0.10997700691223145,2.3822521814629383,1.116252404074299,68,68,1.0
MCQA_0092_2,MCQA,"Khi đã hiểu hoàn cảnh gia đình Lan, cô và các bạn đã làm gì?
A. Mua bánh giúp gia đình Lan.
B. Hàng ngày đến nhà giúp Lan cắt lá để gói bánh.
C. Góp tiền mua tặng Lan một tấm áo mới.
D. Góp sách cho Lan đến trường.",Góp tiền mua tặng Lan một tấm áo mới.,"Khi đã hiểu hoàn cảnh gia đình Lan, cô với các bạn đã mần chi?
A. Mua bánh giúp gia đình Lan.
B. Hàng ngày đến nhà giúp Lan cắt lá để gói bánh.
C. Góp tiền mua tặng Lan một cấy áo mới.
D. Góp sách cho Lan đến trường.",C,PNT3,Daily Conversation,high,88346002-a7b4-4be1-aec6-e1e3625416ee,0,rewrite_completed,rewrite,MCQA_0092_2,"Khi đã hiểu hoàn cảnh gia đình Lan, cô và các bạn đã làm gì?
A. Mua bánh giúp gia đình Lan.
B. Hàng ngày đến nhà giúp Lan cắt lá để gói bánh.
C. Góp tiền mua tặng Lan một tấm áo mới.
D. Góp sách cho Lan đến trường.",68,3.199390172958374,24.51757415755782,70,3.7116305828094482,40.92047638220179,0.5122404098510742,16.40290222464397,1.6690263122784352,51,51,1.0
MCQA_0012_0,MCQA,"An đã xin làm gì sau khi bà mất?
A. An xin nghỉ học hẳn luôn.
B. Xin bố mẹ cho đi du lịch.
C. Nghỉ học mấy ngày liền.
D. Xin được đi học để đỡ buồn.",Nghỉ học mấy ngày liền.,"An đạ xin mần chi sau khi bà mất? 
A. An xin nghỉ học hẳn luôn. 
B. Xin bố mẹ cho đi du lịch. 
C. Nghỉ học mấy ngày liên tục. 
D. Xin được đi học cho đỡ buồn.",C,PNT2,Daily Conversation,high,7d958013-3acc-4719-a459-b3a565d57865,0,unknown,rewrite,MCQA_0012_0,"An đã xin làm gì sau khi bà mất?
A. An xin nghỉ học hẳn luôn.
B. Xin bố mẹ cho đi du lịch.
C. Nghỉ học mấy ngày liền.
D. Xin được đi học để đỡ buồn.",50,3.7448387145996094,42.302183943930494,57,3.868378162384033,47.86469433440232,0.12353944778442383,5.562510390471829,1.131494638618296,38,39,1.0263157894736843
MCQA_0002_4,MCQA,"Mùa nào, chúng ta chỉ thấy những cành cây trơ trịu lá?
A. Mùa xuân.
B. Mùa hạ.
C. Mùa thu.
D. Mùa đông.",Mùa đông.,"Mùa nào, chúng ta chỉ thấy những cành cây trơ trịu lá?
A. Mùa xuân.
B. Mùa hạ.
C. Mùa thu.
D. Mùa đông.",D,PNN,Daily Conversation,high,d873b729-a53d-4068-8b04-cbab8be13616,0,finalized,qualification,MCQA_0002_4,"Mùa nào, chúng ta chỉ thấy những cành cây trơ trịu lá?
A. Mùa xuân.
B. Mùa hạ.
C. Mùa thu.
D. Mùa đông.",47,2.523056745529175,12.46664584456814,47,2.523056745529175,12.46664584456814,0.0,0.0,1.0,24,24,1.0
MCQA_0004_3,MCQA,"Sau khi ngưng hót, bầy chim sơn ca đã làm gì?
A. Nhảy thẳng lên trời xanh.
B. Bay thẳng lên bầu trời.
C. Luyện xuống đất kiếm ăn.
D. Tiếp tục hót vang xa hơn nữa.",Bay thẳng lên bầu trời.,"Sau khi ngưng hót, bầy chim sơn ca đã làm gì?
A. Nhảy thẳng lên trời xanh.
B. Bay thẳng lên bầu trời.
C. Luyện xuống đất kiếm ăn.
D. Tiếp tục hót vang xa hơn nữa.",B,PNN,Daily Conversation,high,d873b729-a53d-4068-8b04-cbab8be13616,0,finalized,qualification,MCQA_0004_3,"Sau khi ngưng hót, bầy chim sơn ca đã làm gì?
A. Nhảy thẳng lên trời xanh.
B. Bay thẳng lên bầu trời.
C. Luyện xuống đất kiếm ăn.
D. Tiếp tục hót vang xa hơn nữa.",57,3.323922872543335,27.769071698423964,57,3.323922872543335,27.769071698423964,0.0,0.0,1.0,37,37,1.0
QA_10332,QA,Vimara Peres đã thành lập một trong các thành phố đầu tiên vào thời gian này với tên gọi là gì?,Vimaranes,Vimara Peres đã thành lập một trong các thành phố đầu tiên vào thời gian này với tên gọi là gì?,Vimaranes,PNN,Daily Conversation,high,d873b729-a53d-4068-8b04-cbab8be13616,0,finalized,qualification,QA_10332,Vimara Peres đã thành lập một trong các thành phố đầu tiên vào thời gian này với tên gọi là gì?,26,4.169768810272217,64.70049228899177,26,4.169768810272217,64.70049228899177,0.0,0.0,1.0,21,21,1.0
QA_10377,QA,"Khi tham gia cuộc chiến Tám mươi Năm, Bồ Đào Nha đã làm mất cái gì tại vùng vịnh Ba Tư?",cảng mậu dịch chiến lược Hormuz,"Khi tham gia cuộc chiến Tám mươi Năm, Bồ Đào Nha đã làm mất cái gì tại vùng vịnh Ba Tư?",cảng mậu dịch chiến lược Hormuz,PNN,Daily Conversation,high,d873b729-a53d-4068-8b04-cbab8be13616,0,finalized,qualification,QA_10377,"Khi tham gia cuộc chiến Tám mươi Năm, Bồ Đào Nha đã làm mất cái gì tại vùng vịnh Ba Tư?",31,3.1572325229644775,23.50545502567375,31,3.1572325229644775,23.50545502567375,0.0,0.0,1.0,21,21,1.0
SENT_0018,SENT,"thời buổi bây chừ chuyện gì cũng có thể xảy ra , vậy nên thôi trất , đừng nên tin ai",,"thời buổi ni chuyện chi cụng có thể xảy ra, vậy nên thôi dẹp, đừng nên tin ai",Fear,PNT2,Daily Conversation,high,9bd8c7fb-25fa-4b2d-9c1d-ab9f97e7731e,0,unknown,qualification,SENT_0018,"thời buổi bây chừ chuyện gì cũng có thể xảy ra , vậy nên thôi trất , đừng nên tin ai",24,4.696091175079346,109.51824704776799,24,5.412939548492432,224.28993071855612,0.7168483734130859,114.77168367078814,2.0479685966917347,21,18,0.8571428571428571
SENT_0070,SENT,xem cái này mới biết vốn tiếng anh của mình cũng khá !,,xem cái ni mới biết vốn tiếng anh của mình cụng được !,Surprise,PNT2,Daily Conversation,high,9bd8c7fb-25fa-4b2d-9c1d-ab9f97e7731e,0,unknown,qualification,SENT_0070,xem cái này mới biết vốn tiếng anh của mình cũng khá !,15,5.505312919616699,245.99542042897426,16,6.1067047119140625,448.85716177818165,0.6013917922973633,202.8617413492074,1.8246565769210294,13,13,1.0
SENT_0192,SENT,may mình đi làm rồi chứ 10 năm trước chắc sẽ phát khổ với bố mẹ vì mấy tin con nhà người ta như thế nào,,may mà đi mần rồi chứ không 10 năm trước chắc có lẹ phát khổ với mấy cấy tin con nhà người ta ni ,Enjoyment,PNT2,Daily Conversation,high,9bd8c7fb-25fa-4b2d-9c1d-ab9f97e7731e,0,unknown,qualification,SENT_0192,may mình đi làm rồi chứ 10 năm trước chắc sẽ phát khổ với bố mẹ vì mấy tin con nhà người ta như thế nào,28,4.938327312469482,139.5366530278945,29,5.759900093078613,317.31662520703753,0.8215727806091309,177.77997217914304,2.274073645321014,26,24,0.9230769230769231
