sample_id,task,original_text,hypothesis,dialect_text,label,target_dialect,domain,confidence,annotator_id,review_count,final_status,annotation_type,sample_group
SENT_0462,SENT,tao đã từng viết như thế này . bây giờ không muốn ai đọc chỉ có đốt mà lười đốt,,tao đã từng viết như thế này . bây giờ không muốn ai đọc chỉ có đốt mà làm biếng đốt,Sadness,PNN,Daily Conversation,high,e04e5ca5-c8e8-4484-a0aa-f9dc978b200c,0,finalized,qualification,SENT_0462
MCQA_0025_10,MCQA,"Mai đã nói gì khi biết cô cũng quyết định cho mình viết bút mực?
A. Thôi cô ạ, em không thích viết bút mực.
B. Thôi cô ạ, cứ để bạn Lan viết trước.
C. Thôi cô ạ, thế thì em không cho Lan mượn bút nữa.
D. Thôi cô ạ, em nhường bạn Lan viết bút mực.","Thôi cô ạ, cứ để bạn Lan viết trước.","Mai đã nói chi khi biết cô cũng quyết định cho mình viết bút mực?
A. Thôi cô ạ, em không thích viết bút mực.
B. Thôi cô ạ, cứ để bạn Lan viết trước.
C. Thôi cô ạ, thế thì em không chua Lan mượn bút nữa.
D. Thôi cô ạ, em nhường bạn Lan viết bút mực.",B,PNT1,Daily Conversation,high,56164f4c-6810-404e-94aa-34d47c343da0,0,finalized,qualification,MCQA_0025_10
QA_0268,QA,Các toán hạng được chứa trong chỉ thị như thế nào thì được gọi là giá trị tức thời?,các chỉ thị thực (như cộng hay so sánh),Các toán hạng được chứa trong chỉ thị như thế nào thì được gọi là giá trị tức thời?,các chỉ thị thực (như cộng hay so sánh),PNT1,Daily Conversation,high,56164f4c-6810-404e-94aa-34d47c343da0,0,finalized,qualification,QA_0268
SENT_0018,SENT,"thời buổi bây chừ chuyện gì cũng có thể xảy ra , vậy nên thôi trất , đừng nên tin ai",,"Thời buổi bây chừ chuyện chi cũng có thể xảy ra, vậy nên thôi trớt, đừng nên tin ai",Fear,PNT4,Daily Conversation,high,79761839-4e36-4d46-bc8f-bfd4e0af851a,0,unknown,qualification,SENT_0018
SENT_0070,SENT,xem cái này mới biết vốn tiếng anh của mình cũng khá !,,xem cái ni mới biết vốn tiếng anh của mình cũng khá !,Surprise,PNT4,Daily Conversation,high,79761839-4e36-4d46-bc8f-bfd4e0af851a,0,unknown,qualification,SENT_0070
SENT_0192,SENT,may mình đi làm rồi chứ 10 năm trước chắc sẽ phát khổ với bố mẹ vì mấy tin con nhà người ta như thế nào,,"may chừ mình đi làm rồi, chứ 10 năm trước chắc phát khổ với ba mẹ vì mấy tin con nhà người ta như ri",Enjoyment,PNT4,Daily Conversation,high,79761839-4e36-4d46-bc8f-bfd4e0af851a,0,unknown,qualification,SENT_0192
SENT_0237,SENT,"có ai nhìn thấy hình như người đàn ông này đang rất đau khổ không nhỉ ? mình nhận thấy hình như ông ấy đang rất đau khổ , mà không thể or không muốn nói ra .",,"có ai nhìn thấy hình như ông nớ đang rất đau khổ không ? Mình thấy hình như ông nớ đang rất đau khổ, mà không thể hay không muốn nói ra",Sadness,PNT4,Daily Conversation,high,79761839-4e36-4d46-bc8f-bfd4e0af851a,0,unknown,qualification,SENT_0237
SENT_0343,SENT,"móa , thiệt chứ tụi này nuôi làm gì vậy nhỉ ?",,"Móa, thiệt chớ tụi ni nuôi làm chi ri bây ?",Anger,PNT4,Daily Conversation,high,79761839-4e36-4d46-bc8f-bfd4e0af851a,0,unknown,qualification,SENT_0343
SENT_0462,SENT,tao đã từng viết như thế này . bây giờ không muốn ai đọc chỉ có đốt mà lười đốt,,"Ta đã từng viết như ri, bây chừ không muốn ai đọc chỉ có đốt mà ta lười đốt",Sadness,PNT4,Daily Conversation,high,79761839-4e36-4d46-bc8f-bfd4e0af851a,0,unknown,qualification,SENT_0462
MCQA_0048_5,MCQA,"Để có giấc ngủ ngon trong đêm cho con, người mẹ đã làm gì?
A. Người mẹ đã tạo gió làm dịu đi cái hè oi bức.
B. Người mẹ đã thức trắng đêm để đắp chăn cho con.
C. Người mẹ nấu cháo cho con ăn.
D. Người mẹ đã đi mua thuốc về cho con.",Người mẹ đã tạo gió làm dịu đi cái hè oi bức.,"Để có giấc ngủ ngon trong đêm cho con, người mẹ đã làm gì?
A. Người mẹ đã tạo gió làm dịu đi cái nóng hè oi bức.
B. Người mẹ đã thức trắng đêm để đắp chăn cho con.
C. Người mẹ nấu cháo cho con ăn.
D. Người mẹ đã đi mua thuốc về cho con.",A,PNB,Daily Conversation,high,7e49e369-5b4e-4441-ba22-55eb0d6e2bdf,0,unknown,rewrite,MCQA_0048_5
MCQA_0002_4,MCQA,"Mùa nào, chúng ta chỉ thấy những cành cây trơ trịu lá?
A. Mùa xuân.
B. Mùa hạ.
C. Mùa thu.
D. Mùa đông.",Mùa đông.,"Mùa nào, chúng ta chỉ thấy những cành cây trơ trụi lá?
A. Mùa xuân
B. Mùa hè
C. Mùa thu
D. Mùa đông",D,PNT4,Daily Conversation,high,79761839-4e36-4d46-bc8f-bfd4e0af851a,0,unknown,qualification,MCQA_0002_4
MCQA_0004_3,MCQA,"Sau khi ngưng hót, bầy chim sơn ca đã làm gì?
A. Nhảy thẳng lên trời xanh.
B. Bay thẳng lên bầu trời.
C. Luyện xuống đất kiếm ăn.
D. Tiếp tục hót vang xa hơn nữa.",Bay thẳng lên bầu trời.,"Sau khi ngưng hót, bầy chim sơn ca đã làm chi?
A. Nhảy thẳng lên trời xanh.
B. Bay thẳng lên bầu trời.
C. Liệng xuống đất kiếm ăn.
D. Tiếp tục hót vang xa hơn nữa.",B,PNT4,Daily Conversation,high,79761839-4e36-4d46-bc8f-bfd4e0af851a,0,unknown,qualification,MCQA_0004_3
QA_10332,QA,Vimara Peres đã thành lập một trong các thành phố đầu tiên vào thời gian này với tên gọi là gì?,Vimaranes,"Vimara Peres đã thành lập một trong các thành phố đầu tiên vào thời gian ni với tên gọi là chi?

",Vimaranes,PNT4,Daily Conversation,high,79761839-4e36-4d46-bc8f-bfd4e0af851a,0,unknown,qualification,QA_10332
QA_10377,QA,"Khi tham gia cuộc chiến Tám mươi Năm, Bồ Đào Nha đã làm mất cái gì tại vùng vịnh Ba Tư?",cảng mậu dịch chiến lược Hormuz,"Khi tham gia cuộc chiến Tám mươi Năm, Bồ Đào Nha đã làm mất cái chi tại vùng vịnh Ba Tư?

",cảng mậu dịch chiến lược Hormuz,PNT4,Daily Conversation,high,79761839-4e36-4d46-bc8f-bfd4e0af851a,0,unknown,qualification,QA_10377
MCQA_0043_3,MCQA,"Theo lời người cha đã mất, hai người con đã làm gì?
A. Hai người con rời bỏ mảnh đất quê hương, theo đuổi điều hão huyền.
B. Hai người con đào bới cả đám ruộng mà chẳng thấy kho báu đâu.
C. Hai người con thay phiên nhau cấy cày, làm giàu từ mảnh ruộng.
D. Hai người con bán mảnh ruộng, lên thành phố kiếm sống.",Hai người con đào bới cả đám ruộng mà chẳng thấy kho báu đâu.,"Theo lời người cha đã mất, hai người con đã làm gì?
A. Hai người con rời bỏ mảnh đất quê hương, theo đuổi điều hão huyền.
B. Hai người con đào bới cả đám ruộng mà chẳng thấy kho báu mô.
C. Hai người con thay phiên nhau cấy cày, làm giàu từ mảnh ruộng.
D. Hai người con bán mảnh ruộng, lên thành phố kiếm sống.",B,PNT4,Daily Conversation,high,5ea76d15-516d-4285-a781-7b1c6a04a627,0,unknown,rewrite,MCQA_0043_3
MCQA_0092_2,MCQA,"Khi đã hiểu hoàn cảnh gia đình Lan, cô và các bạn đã làm gì?
A. Mua bánh giúp gia đình Lan.
B. Hàng ngày đến nhà giúp Lan cắt lá để gói bánh.
C. Góp tiền mua tặng Lan một tấm áo mới.
D. Góp sách cho Lan đến trường.",Góp tiền mua tặng Lan một tấm áo mới.,"Khi đã hiểu hoàn cảnh gia đình Lan, cô với các bạn đã mần chi?
A. Mua bánh giúp gia đình Lan.
B. Hàng ngày đến nhà giúp Lan cắt lá để gói bánh.
C. Góp tiền mua tặng Lan một cấy áo mới.
D. Góp sách cho Lan đến trường.",C,PNT3,Daily Conversation,high,88346002-a7b4-4be1-aec6-e1e3625416ee,0,rewrite_completed,rewrite,MCQA_0092_2
MCQA_0012_0,MCQA,"An đã xin làm gì sau khi bà mất?
A. An xin nghỉ học hẳn luôn.
B. Xin bố mẹ cho đi du lịch.
C. Nghỉ học mấy ngày liền.
D. Xin được đi học để đỡ buồn.",Nghỉ học mấy ngày liền.,"An đạ xin mần chi sau khi bà mất? 
A. An xin nghỉ học hẳn luôn. 
B. Xin bố mẹ cho đi du lịch. 
C. Nghỉ học mấy ngày liên tục. 
D. Xin được đi học cho đỡ buồn.",C,PNT2,Daily Conversation,high,7d958013-3acc-4719-a459-b3a565d57865,0,unknown,rewrite,MCQA_0012_0
MCQA_0002_4,MCQA,"Mùa nào, chúng ta chỉ thấy những cành cây trơ trịu lá?
A. Mùa xuân.
B. Mùa hạ.
C. Mùa thu.
D. Mùa đông.",Mùa đông.,"Mùa nào, chúng ta chỉ thấy những cành cây trơ trịu lá?
A. Mùa xuân.
B. Mùa hạ.
C. Mùa thu.
D. Mùa đông.",D,PNN,Daily Conversation,high,d873b729-a53d-4068-8b04-cbab8be13616,0,finalized,qualification,MCQA_0002_4
MCQA_0004_3,MCQA,"Sau khi ngưng hót, bầy chim sơn ca đã làm gì?
A. Nhảy thẳng lên trời xanh.
B. Bay thẳng lên bầu trời.
C. Luyện xuống đất kiếm ăn.
D. Tiếp tục hót vang xa hơn nữa.",Bay thẳng lên bầu trời.,"Sau khi ngưng hót, bầy chim sơn ca đã làm gì?
A. Nhảy thẳng lên trời xanh.
B. Bay thẳng lên bầu trời.
C. Luyện xuống đất kiếm ăn.
D. Tiếp tục hót vang xa hơn nữa.",B,PNN,Daily Conversation,high,d873b729-a53d-4068-8b04-cbab8be13616,0,finalized,qualification,MCQA_0004_3
QA_10332,QA,Vimara Peres đã thành lập một trong các thành phố đầu tiên vào thời gian này với tên gọi là gì?,Vimaranes,Vimara Peres đã thành lập một trong các thành phố đầu tiên vào thời gian này với tên gọi là gì?,Vimaranes,PNN,Daily Conversation,high,d873b729-a53d-4068-8b04-cbab8be13616,0,finalized,qualification,QA_10332
QA_10377,QA,"Khi tham gia cuộc chiến Tám mươi Năm, Bồ Đào Nha đã làm mất cái gì tại vùng vịnh Ba Tư?",cảng mậu dịch chiến lược Hormuz,"Khi tham gia cuộc chiến Tám mươi Năm, Bồ Đào Nha đã làm mất cái gì tại vùng vịnh Ba Tư?",cảng mậu dịch chiến lược Hormuz,PNN,Daily Conversation,high,d873b729-a53d-4068-8b04-cbab8be13616,0,finalized,qualification,QA_10377
SENT_0018,SENT,"thời buổi bây chừ chuyện gì cũng có thể xảy ra , vậy nên thôi trất , đừng nên tin ai",,"thời buổi ni chuyện chi cụng có thể xảy ra, vậy nên thôi dẹp, đừng nên tin ai",Fear,PNT2,Daily Conversation,high,9bd8c7fb-25fa-4b2d-9c1d-ab9f97e7731e,0,unknown,qualification,SENT_0018
SENT_0070,SENT,xem cái này mới biết vốn tiếng anh của mình cũng khá !,,xem cái ni mới biết vốn tiếng anh của mình cụng được !,Surprise,PNT2,Daily Conversation,high,9bd8c7fb-25fa-4b2d-9c1d-ab9f97e7731e,0,unknown,qualification,SENT_0070
SENT_0192,SENT,may mình đi làm rồi chứ 10 năm trước chắc sẽ phát khổ với bố mẹ vì mấy tin con nhà người ta như thế nào,,may mà đi mần rồi chứ không 10 năm trước chắc có lẹ phát khổ với mấy cấy tin con nhà người ta ni ,Enjoyment,PNT2,Daily Conversation,high,9bd8c7fb-25fa-4b2d-9c1d-ab9f97e7731e,0,unknown,qualification,SENT_0192
MCQA_0072_2,MCQA,"Việc lặp đi lặp lại nhiều lần những cụm từ ""Ai trồng cây"", ""Người đó có"", ""Em trồng cây"" có tác dụng gì?
A. Tạo nên thông điệp nhắc nhở mọi người có ý thức trồng cây xanh.
B. Tạo thành điệp khúc khiến bài thơ có vẫn điệu, dễ nhớ, dễ thuộc.
C. Tạo điệp khúc khiến bài thơ có nhịp điệu và gửi gắm thông điệp: mọi người hãy có ý thức trồng cây xanh để bảo vệ môi trường sống.
D. Tất cả các ý trên.",Tạo điệp khúc khiến bài thơ có nhịp điệu và gửi gắm thông điệp: mọi người hãy có ý thức trồng cây xanh để bảo vệ môi trường sống.,"Việc lặp đi lặp lại nhiều lần mấy cụm từ ""Ai trồng cây"", ""Người đó có"", ""Em trồng cây"" có tác dụng như nào?
A. Tạo nên thông điệp nhắc nhở mọi người có ý thức trồng cây xanh.
B. Tạo thành điệp khúc khiến bài thơ có vần điệu, dễ nhớ, dễ thuộc.
C. Tạo điệp khúc khiến bài thơ có nhịp điệu và gửi gắm thông điệp: mọi người hãy có ý thức trồng cây xanh để bảo vệ môi trường sống.
D. Tất cả các ý trên.",C,PNN,Daily Conversation,high,9d0d5c61-1083-4b35-8c02-c2c597f8212f,0,finalized,rewrite,MCQA_0072_2
MCQA_0002_4,MCQA,"Mùa nào, chúng ta chỉ thấy những cành cây trơ trịu lá?
A. Mùa xuân.
B. Mùa hạ.
C. Mùa thu.
D. Mùa đông.",Mùa đông.,"Mùa mô mà ta chỉ thấy mấy cấy cành cây trơ trọi lá?
A. Mùa xuân.
B. Mùa hè.
C. Mùa thu.
D. Mùa đông.",D,PNT2,Daily Conversation,high,9bd8c7fb-25fa-4b2d-9c1d-ab9f97e7731e,0,unknown,qualification,MCQA_0002_4
MCQA_0004_3,MCQA,"Sau khi ngưng hót, bầy chim sơn ca đã làm gì?
A. Nhảy thẳng lên trời xanh.
B. Bay thẳng lên bầu trời.
C. Luyện xuống đất kiếm ăn.
D. Tiếp tục hót vang xa hơn nữa.",Bay thẳng lên bầu trời.,"Sau khi ngưng hót, bầy chim sơn ca đạ mần chi?
A. Nhảy thẳng lên trời xanh.
B. Bay thẳng lên bầu trời.
C. Liệng xuống đất kiếm ăn.
D. Tiếp tục hót vang xa hơn nựa.",B,PNT2,Daily Conversation,high,9bd8c7fb-25fa-4b2d-9c1d-ab9f97e7731e,0,unknown,qualification,MCQA_0004_3
QA_10332,QA,Vimara Peres đã thành lập một trong các thành phố đầu tiên vào thời gian này với tên gọi là gì?,Vimaranes,Vimara Peres đạ thành lập một trong các thành phố đầu tiên vào thời gian ni với tên gọi là chi?,Vimaranes,PNT2,Daily Conversation,high,9bd8c7fb-25fa-4b2d-9c1d-ab9f97e7731e,0,unknown,qualification,QA_10332
QA_10377,QA,"Khi tham gia cuộc chiến Tám mươi Năm, Bồ Đào Nha đã làm mất cái gì tại vùng vịnh Ba Tư?",cảng mậu dịch chiến lược Hormuz,"Khi tham gia cuộc chiến tám mưới năm, Bồ Đào Nha đạ làm mất cái chi tại vùng vinh Ba Tư?",cảng mậu dịch chiến lược Hormuz,PNT2,Daily Conversation,high,9bd8c7fb-25fa-4b2d-9c1d-ab9f97e7731e,0,unknown,qualification,QA_10377
SENT_0237,SENT,"có ai nhìn thấy hình như người đàn ông này đang rất đau khổ không nhỉ ? mình nhận thấy hình như ông ấy đang rất đau khổ , mà không thể or không muốn nói ra .",,"cóa ai nhìn thấy người đàn ông ni đang rất đau khổ không nhỉ? mình nhận thấy hình như ông nứ đang rất đau khổ, mà không thể hoặc không muốn nuối ra",Sadness,PNT1,Daily Conversation,high,a4432712-749b-4d01-8b03-4cb9d0f81348,0,finalized,qualification,SENT_0237
SENT_0343,SENT,"móa , thiệt chứ tụi này nuôi làm gì vậy nhỉ ?",,"móa, thặc chứ tụi ni nuôi mằn chi vậy nhỉ?",Anger,PNT1,Daily Conversation,high,a4432712-749b-4d01-8b03-4cb9d0f81348,0,finalized,qualification,SENT_0343
SENT_0462,SENT,tao đã từng viết như thế này . bây giờ không muốn ai đọc chỉ có đốt mà lười đốt,,tau đã từng vít như ri . bây chừ không mún ai đuộc chỉ cóa đốt mà lười đốt,Sadness,PNT1,Daily Conversation,high,a4432712-749b-4d01-8b03-4cb9d0f81348,0,finalized,qualification,SENT_0462
MCQA_0012_0,MCQA,"An đã xin làm gì sau khi bà mất?
A. An xin nghỉ học hẳn luôn.
B. Xin bố mẹ cho đi du lịch.
C. Nghỉ học mấy ngày liền.
D. Xin được đi học để đỡ buồn.",Nghỉ học mấy ngày liền.,"An đã xin làm gì sau khi bà mất?
A. An xin nghỉ học hẳn luôn.
B. Xin bố mẹ cho đi du lịch.
C. Nghỉ học mấy ngày liền.
D. Xin được đi học để đỡ buồn.",C,PNT1,Daily Conversation,high,6b0ccea8-04fe-4c9c-82c8-309e147936f4,0,finalized,qualification,MCQA_0012_0
MCQA_0010_1,MCQA,"Vì sao cha muốn cho bớt chó con đi?
A. Vì cha không thích chó con.
B. Vì bố thích đem cho người khác.
C. Vì nhà hàng xóm xin từ trước.
D. Vì nhiều quá, nuôi không xuể.","Vì nhiều quá, nuôi không xuể.","VÌ răng bố muốn cho bớt chóa coan đi?
A. Vì bố không thích chóa coan.
B. Vì bố thích đem cho người khác.
C. Vì nhà hàng xóm xin từ tước.
D. Vì nhiều quớ, nuôi không xuể.",D,PNT1,Daily Conversation,high,a4432712-749b-4d01-8b03-4cb9d0f81348,0,finalized,qualification,MCQA_0010_1
MCQA_0010_3,MCQA,"Giang đã đưa ra ý kiến gì với chị khi bố bảo phải cho bớt đi?
A. Giữ chó con lại nuôi.
B. Bán chó con.
C. Nuôi thêm mèo.
D. Cho chó con.",Bán chó con.,"Giang đã đưa ra ý kiến chi với chị khi bố bảo phải cho bớt đi?
A. Giữ chó coan lại nui
B. Bán chóa coan
C. Nui thêm mèo
D. Choa chóa coan",B,PNT1,Daily Conversation,high,a4432712-749b-4d01-8b03-4cb9d0f81348,0,finalized,qualification,MCQA_0010_3
QA_10332,QA,Vimara Peres đã thành lập một trong các thành phố đầu tiên vào thời gian này với tên gọi là gì?,Vimaranes,Vimara Peres đã thành lập một troong các thành phố đầu tin vào thời gian ni với tên gọai là chi?,Vimaranes,PNT1,Daily Conversation,high,a4432712-749b-4d01-8b03-4cb9d0f81348,0,finalized,qualification,QA_10332
QA_10377,QA,"Khi tham gia cuộc chiến Tám mươi Năm, Bồ Đào Nha đã làm mất cái gì tại vùng vịnh Ba Tư?",cảng mậu dịch chiến lược Hormuz,"Khi tham gia cuộc chín Tám mưi Năm, Bồ Đào Nha đã làm mất cái chi tại vùng vịnh Ba Tư?

",cảng mậu dịch chiến lược Hormuz,PNT1,Daily Conversation,high,a4432712-749b-4d01-8b03-4cb9d0f81348,0,finalized,qualification,QA_10377
SENT_0018,SENT,"thời buổi bây chừ chuyện gì cũng có thể xảy ra , vậy nên thôi trất , đừng nên tin ai",,"thời buổi ni chuyện chi cũng xảy ra được, vậy nên dẹp đi, đừng nên tin ai",Fear,PNT3,Daily Conversation,high,a535cb14-6f28-47fa-8989-505a99f839db,0,finalized,qualification,SENT_0018
SENT_0070,SENT,xem cái này mới biết vốn tiếng anh của mình cũng khá !,,coi cái ni mới biết vốn tiếng anh của tau cũng khá !,Surprise,PNT3,Daily Conversation,high,a535cb14-6f28-47fa-8989-505a99f839db,0,finalized,qualification,SENT_0070
SENT_0192,SENT,may mình đi làm rồi chứ 10 năm trước chắc sẽ phát khổ với bố mẹ vì mấy tin con nhà người ta như thế nào,,may mà tau đi làm 10 năm rồi chơ 10 năm trước chắc sẽ phải khổi với ba mẹ vì mấy cì tin con nhà người ta như răng,Enjoyment,PNT3,Daily Conversation,high,a535cb14-6f28-47fa-8989-505a99f839db,0,finalized,qualification,SENT_0192
MCQA_0025_10,MCQA,"Mai đã nói gì khi biết cô cũng quyết định cho mình viết bút mực?
A. Thôi cô ạ, em không thích viết bút mực.
B. Thôi cô ạ, cứ để bạn Lan viết trước.
C. Thôi cô ạ, thế thì em không cho Lan mượn bút nữa.
D. Thôi cô ạ, em nhường bạn Lan viết bút mực.","Thôi cô ạ, cứ để bạn Lan viết trước.","Mai đã nói gì khi biết cô cũng quyết định cho mình viết bút mực?
A. Thôi cô ạ, em không thích viết bút mực đâu.
B. Thôi cô ạ, cứ để bạn Lan viết trước đi ạ.
C. Thôi cô ạ, thế thì em không cho Lan mượn bút nữa ạ.
D. Thôi cô ạ, em nhường bạn Lan viết bút mực ạ.",B,PNB,Daily Conversation,high,7e49e369-5b4e-4441-ba22-55eb0d6e2bdf,0,unknown,rewrite,MCQA_0025_10
MCQA_0002_4,MCQA,"Mùa nào, chúng ta chỉ thấy những cành cây trơ trịu lá?
A. Mùa xuân.
B. Mùa hạ.
C. Mùa thu.
D. Mùa đông.",Mùa đông.,"Mùa mô, chúng ta chỉ chộ mấy cành cây trơ trụi lá?
A. Mùa xun.
B. Mùa hè.
C. Mùa thu.
D. Mùa đông.",D,PNT3,Daily Conversation,high,a535cb14-6f28-47fa-8989-505a99f839db,0,finalized,qualification,MCQA_0002_4
MCQA_0004_3,MCQA,"Sau khi ngưng hót, bầy chim sơn ca đã làm gì?
A. Nhảy thẳng lên trời xanh.
B. Bay thẳng lên bầu trời.
C. Luyện xuống đất kiếm ăn.
D. Tiếp tục hót vang xa hơn nữa.",Bay thẳng lên bầu trời.,"Sau khi ngưng hót, bầy chim sơn ca đã làm chi?
A. Nhảy thẳng lên trời xanh.
B. Bay thẳng lên bầu trời.
C. Lượn xuống đất kiếm ăn.
D. Tiếp tục hót vang xa hơn nữa.",B,PNT3,Daily Conversation,high,a535cb14-6f28-47fa-8989-505a99f839db,0,finalized,qualification,MCQA_0004_3
QA_10332,QA,Vimara Peres đã thành lập một trong các thành phố đầu tiên vào thời gian này với tên gọi là gì?,Vimaranes,"Vimara Peres đã thành lập một trong các thành phố đầu tiên trong thời gian ni với tên gọi là chi?
",Vimaranes,PNT3,Daily Conversation,high,a535cb14-6f28-47fa-8989-505a99f839db,0,finalized,qualification,QA_10332
QA_10377,QA,"Khi tham gia cuộc chiến Tám mươi Năm, Bồ Đào Nha đã làm mất cái gì tại vùng vịnh Ba Tư?",cảng mậu dịch chiến lược Hormuz,"Khi tham gia cuộc chiến Tám mươi Nam, Bồ Đào Nha đã làm mất cái chi ở cì chỗ vùng vịnh Ba Tư?",cảng mậu dịch chiến lược Hormuz,PNT3,Daily Conversation,high,a535cb14-6f28-47fa-8989-505a99f839db,0,finalized,qualification,QA_10377
SENT_0343,SENT,"móa , thiệt chứ tụi này nuôi làm gì vậy nhỉ ?",,"Mé, thật sự  bọn này  nuôi để làm gì nhỉ?",Anger,PNB,Daily Conversation,high,291aae44-1453-4283-9067-782588cd28ff,0,unknown,qualification,SENT_0343
