sample_id,task,original_text,hypothesis,dialect_text,label,target_dialect,domain,confidence,annotator_id,review_count,final_status,annotation_type,baseline_text,dialect_text_eval,orig_len,para_len,length_ratio,orig_n_tokens,orig_nll,orig_ppl,para_n_tokens,para_nll,para_ppl,delta_nll,delta_ppl,ratio_ppl
MCQA_0014_1,MCQA,"Bé cùng bố đi đâu vào mùa hè?
A. Đi đền chùa.
B. Đi lên rừng.
C. Đi leo núi.
D. Đi biển chơi.",Đi biển chơi.,"Bé cùng bố đi đâu vào mùa hè?
A. Đi đền chùa.
B. Đi lên rừng.
C. Đi leo núi.
D. Đi biển chơi.",D,PNB,Daily Conversation,high,7e49e369-5b4e-4441-ba22-55eb0d6e2bdf,2,REVIEW_PASS,rewrite,"Bé cùng bố đi đâu vào mùa hè?
A. Đi đền chùa.
B. Đi lên rừng.
C. Đi leo núi.
D. Đi biển chơi.","Bé cùng bố đi đâu vào mùa hè?
A. Đi đền chùa.
B. Đi lên rừng.
C. Đi leo núi.
D. Đi biển chơi.",24,24,1.0,35,3.1255640983581543,22.772737534840235,35,3.1255640983581543,22.772737534840235,0.0,0.0,1.0
MCQA_0014_1,MCQA,"Bé cùng bố đi đâu vào mùa hè?
A. Đi đền chùa.
B. Đi lên rừng.
C. Đi leo núi.
D. Đi biển chơi.",Đi biển chơi.,"Bé cùng ba đi đâu vào mùa hè? 
A. Đi đền chùa.
B. Đi lên rừng.
C. Đi leo núi.
D. Đi biển chơi.",D,PNN,Daily Conversation,high,9d0d5c61-1083-4b35-8c02-c2c597f8212f,1,EXPERT_REVIEW_PASS,rewrite,"Bé cùng bố đi đâu vào mùa hè?
A. Đi đền chùa.
B. Đi lên rừng.
C. Đi leo núi.
D. Đi biển chơi.","Bé cùng ba đi đâu vào mùa hè? 
A. Đi đền chùa.
B. Đi lên rừng.
C. Đi leo núi.
D. Đi biển chơi.",24,24,1.0,35,3.1255640983581543,22.772737534840235,36,3.2978267669677734,27.053780817516945,0.17226266860961914,4.281043282676709,1.1879898398744155
MCQA_0014_1,MCQA,"Bé cùng bố đi đâu vào mùa hè?
A. Đi đền chùa.
B. Đi lên rừng.
C. Đi leo núi.
D. Đi biển chơi.",Đi biển chơi.,"Bé cùng bố đi mô vào mù hiè ?
A. Đi đền chù
B. Đi lên rừng
C. Đi lieo núi
D. Đi bỉn chơi",D,PNT1,Daily Conversation,high,a4432712-749b-4d01-8b03-4cb9d0f81348,1,EXPERT_REVIEW_PASS,rewrite,"Bé cùng bố đi đâu vào mùa hè?
A. Đi đền chùa.
B. Đi lên rừng.
C. Đi leo núi.
D. Đi biển chơi.","Bé cùng bố đi mô vào mù hiè ?
A. Đi đền chù
B. Đi lên rừng
C. Đi lieo núi
D. Đi bỉn chơi",24,25,1.0416666666666667,35,3.1255640983581543,22.772737534840235,38,4.818549156188965,123.78536720202759,1.6929850578308105,101.01262966718735,5.435682337823774
MCQA_0014_1,MCQA,"Bé cùng bố đi đâu vào mùa hè?
A. Đi đền chùa.
B. Đi lên rừng.
C. Đi leo núi.
D. Đi biển chơi.",Đi biển chơi.,"Bé cùng bố đi mô vào mùa hè?
A. Đi đền chùa.
B. Đi lên rừng.
C. Đi leo núi.
D. Đi biển chơi.",D,PNT2,Daily Conversation,high,e686d659-713a-4b20-a76a-7bb2177c8cfb,2,REVIEW_PASS,rewrite,"Bé cùng bố đi đâu vào mùa hè?
A. Đi đền chùa.
B. Đi lên rừng.
C. Đi leo núi.
D. Đi biển chơi.","Bé cùng bố đi mô vào mùa hè?
A. Đi đền chùa.
B. Đi lên rừng.
C. Đi leo núi.
D. Đi biển chơi.",24,24,1.0,35,3.1255640983581543,22.772737534840235,35,3.595282554626465,36.42599086618576,0.46971845626831055,13.653253331345521,1.5995437882888377
MCQA_0014_1,MCQA,"Bé cùng bố đi đâu vào mùa hè?
A. Đi đền chùa.
B. Đi lên rừng.
C. Đi leo núi.
D. Đi biển chơi.",Đi biển chơi.,"Bé với bọ đi mô mùa hè?
A. Đi đền chùa.
B. Đi lên rú.
C. Đi leo núi.
D. Đi biển chơi.",D,PNT3,Daily Conversation,high,2fdf203d-4d50-4041-9bef-98014b83a48a,0,EXPERT_AUTO_PASS,rewrite,"Bé cùng bố đi đâu vào mùa hè?
A. Đi đền chùa.
B. Đi lên rừng.
C. Đi leo núi.
D. Đi biển chơi.","Bé với bọ đi mô mùa hè?
A. Đi đền chùa.
B. Đi lên rú.
C. Đi leo núi.
D. Đi biển chơi.",24,23,0.9583333333333334,35,3.1255640983581543,22.772737534840235,36,3.976065158843994,53.30686695724557,0.8505010604858398,30.534129422405332,2.3408194502611233
MCQA_0016_0,MCQA,"Chi đã vào vườn hoa để làm gì vào lúc sáng sớm?
A. Hái một bông hoa để ngắm vì hoa đẹp quá.
B. Hái một bó hoa tặng mẹ nhân ngày Quốc tế Phụ nữ.
C. Hái một bó hoa để tặng cô giáo nhân ngày 20 - 11.
D. Hái tặng bố một bông hoa, mong bố dịu cơn đau.","Hái tặng bố một bông hoa, mong bố dịu cơn đau.","Chi đã vào vườn hoa để làm gì vào lúc sáng sớm?
A. Hái một bông hoa để ngắm vì hoa đẹp quá.
B. Hái một bó hoa để tặng mẹ nhân ngày Quốc tế Phụ nữ.
C. Hái một bó hoa để tặng cô giáo nhân ngày 20 - 11.
D. Hái tặng bố một bông hoa, mong bố đỡ đau.",D,PNB,Daily Conversation,high,7e49e369-5b4e-4441-ba22-55eb0d6e2bdf,2,REVIEW_PASS,rewrite,"Chi đã vào vườn hoa để làm gì vào lúc sáng sớm?
A. Hái một bông hoa để ngắm vì hoa đẹp quá.
B. Hái một bó hoa tặng mẹ nhân ngày Quốc tế Phụ nữ.
C. Hái một bó hoa để tặng cô giáo nhân ngày 20 - 11.
D. Hái tặng bố một bông hoa, mong bố dịu cơn đau.","Chi đã vào vườn hoa để làm gì vào lúc sáng sớm?
A. Hái một bông hoa để ngắm vì hoa đẹp quá.
B. Hái một bó hoa để tặng mẹ nhân ngày Quốc tế Phụ nữ.
C. Hái một bó hoa để tặng cô giáo nhân ngày 20 - 11.
D. Hái tặng bố một bông hoa, mong bố đỡ đau.",62,62,1.0,91,2.5017971992492676,12.204408015767115,89,2.433452844619751,11.398170323945328,-0.0683443546295166,-0.8062376918217868,0.9339388120439605
MCQA_0016_0,MCQA,"Chi đã vào vườn hoa để làm gì vào lúc sáng sớm?
A. Hái một bông hoa để ngắm vì hoa đẹp quá.
B. Hái một bó hoa tặng mẹ nhân ngày Quốc tế Phụ nữ.
C. Hái một bó hoa để tặng cô giáo nhân ngày 20 - 11.
D. Hái tặng bố một bông hoa, mong bố dịu cơn đau.","Hái tặng bố một bông hoa, mong bố dịu cơn đau.","Chi đã vô vườn bông để làm gì hồi lúc sáng sớm?
A. Hái một bông hoa để ngắm vì hoa đẹp quá.
B. Hái một bó bông tặng má nhân ngày Quốc tế Phụ nữ.
C. Hái một bó bông để tặng cô giáo nhân ngày 20 - 11.
D. Hái tặng ba một bông hoa, mong ba dịu cơn đau.",D,PNN,Daily Conversation,high,88759523-55db-4c51-872d-a8b43438fa82,0,EXPERT_AUTO_PASS,rewrite,"Chi đã vào vườn hoa để làm gì vào lúc sáng sớm?
A. Hái một bông hoa để ngắm vì hoa đẹp quá.
B. Hái một bó hoa tặng mẹ nhân ngày Quốc tế Phụ nữ.
C. Hái một bó hoa để tặng cô giáo nhân ngày 20 - 11.
D. Hái tặng bố một bông hoa, mong bố dịu cơn đau.","Chi đã vô vườn bông để làm gì hồi lúc sáng sớm?
A. Hái một bông hoa để ngắm vì hoa đẹp quá.
B. Hái một bó bông tặng má nhân ngày Quốc tế Phụ nữ.
C. Hái một bó bông để tặng cô giáo nhân ngày 20 - 11.
D. Hái tặng ba một bông hoa, mong ba dịu cơn đau.",62,62,1.0,91,2.5017971992492676,12.204408015767115,91,2.9405107498168945,18.925510044960205,0.43871355056762695,6.721102029193091,1.550711023468731
MCQA_0016_0,MCQA,"Chi đã vào vườn hoa để làm gì vào lúc sáng sớm?
A. Hái một bông hoa để ngắm vì hoa đẹp quá.
B. Hái một bó hoa tặng mẹ nhân ngày Quốc tế Phụ nữ.
C. Hái một bó hoa để tặng cô giáo nhân ngày 20 - 11.
D. Hái tặng bố một bông hoa, mong bố dịu cơn đau.","Hái tặng bố một bông hoa, mong bố dịu cơn đau.","Chi đã vào vườn hoa để làm cái chi vào lúc sáng sớm?
A. Hái một bông hoa để ngắm vì hoa đẹp quá.
B. Hái một bó hoa tặng mẹ nhân ngày Quốc tế Phụ nữ.
C. Hái một bó hoa để tặng cô giáo nhân ngày 20 - 11.
D. Hái tặng bố một bông hoa, mong bố bớt cơn đau.",D,PNT1,Daily Conversation,high,56164f4c-6810-404e-94aa-34d47c343da0,0,EXPERT_AUTO_PASS,rewrite,"Chi đã vào vườn hoa để làm gì vào lúc sáng sớm?
A. Hái một bông hoa để ngắm vì hoa đẹp quá.
B. Hái một bó hoa tặng mẹ nhân ngày Quốc tế Phụ nữ.
C. Hái một bó hoa để tặng cô giáo nhân ngày 20 - 11.
D. Hái tặng bố một bông hoa, mong bố dịu cơn đau.","Chi đã vào vườn hoa để làm cái chi vào lúc sáng sớm?
A. Hái một bông hoa để ngắm vì hoa đẹp quá.
B. Hái một bó hoa tặng mẹ nhân ngày Quốc tế Phụ nữ.
C. Hái một bó hoa để tặng cô giáo nhân ngày 20 - 11.
D. Hái tặng bố một bông hoa, mong bố bớt cơn đau.",62,63,1.0161290322580645,91,2.5017971992492676,12.204408015767115,92,2.753061056137085,15.690588219588664,0.2512638568878174,3.486180203821549,1.2856492669958006
MCQA_0016_0,MCQA,"Chi đã vào vườn hoa để làm gì vào lúc sáng sớm?
A. Hái một bông hoa để ngắm vì hoa đẹp quá.
B. Hái một bó hoa tặng mẹ nhân ngày Quốc tế Phụ nữ.
C. Hái một bó hoa để tặng cô giáo nhân ngày 20 - 11.
D. Hái tặng bố một bông hoa, mong bố dịu cơn đau.","Hái tặng bố một bông hoa, mong bố dịu cơn đau.","Chi đã vô vườn hoa để mần chi lúc sáng sớm?
A. Hái một bông hoa để ngắm tại hoa đẹp quá.
B. Hái một bó hoa tặng mẹ nhân ngày Quốc tế Phụ nữ.
C. Hái một bó hoa để tặng cô giáo nhân ngày 20 - 11.
D. Hái tặng bố một bông hoa, mong bố dịu cơn đau.",D,PNT2,Daily Conversation,high,e686d659-713a-4b20-a76a-7bb2177c8cfb,1,EXPERT_REVIEW_PASS,rewrite,"Chi đã vào vườn hoa để làm gì vào lúc sáng sớm?
A. Hái một bông hoa để ngắm vì hoa đẹp quá.
B. Hái một bó hoa tặng mẹ nhân ngày Quốc tế Phụ nữ.
C. Hái một bó hoa để tặng cô giáo nhân ngày 20 - 11.
D. Hái tặng bố một bông hoa, mong bố dịu cơn đau.","Chi đã vô vườn hoa để mần chi lúc sáng sớm?
A. Hái một bông hoa để ngắm tại hoa đẹp quá.
B. Hái một bó hoa tặng mẹ nhân ngày Quốc tế Phụ nữ.
C. Hái một bó hoa để tặng cô giáo nhân ngày 20 - 11.
D. Hái tặng bố một bông hoa, mong bố dịu cơn đau.",62,61,0.9838709677419355,91,2.5017971992492676,12.204408015767115,91,2.9641242027282715,19.377724849186535,0.4623270034790039,7.17331683341942,1.5877644228341163
MCQA_0016_5,MCQA,"Chi đã nói gì với cô khi gặp cô?
A. Xin cô cho em được hái một bông hoa.
B. Cô ơi em muốn trồng bông hoa như vậy.
C. Xin cô đừng hiểu lầm, em chỉ ngắm hoa.
D. Hoa hôm nay đẹp quá cô nhỉ.",Xin cô cho em được hái một bông hoa.,"Chi đã nói gì với cô khi gặp cô?
A. Xin cô cho em được hái một bông hoa ạ.
B. Cô ơi em muốn trồng bông hoa như vậy.
C. Xin cô đừng hiểu lầm, em chỉ ngắm hoa thôi ạ.
D. Hoa hôm nay đẹp quá cô nhỉ.",A,PNB,Daily Conversation,high,7e49e369-5b4e-4441-ba22-55eb0d6e2bdf,2,REVIEW_PASS,rewrite,"Chi đã nói gì với cô khi gặp cô?
A. Xin cô cho em được hái một bông hoa.
B. Cô ơi em muốn trồng bông hoa như vậy.
C. Xin cô đừng hiểu lầm, em chỉ ngắm hoa.
D. Hoa hôm nay đẹp quá cô nhỉ.","Chi đã nói gì với cô khi gặp cô?
A. Xin cô cho em được hái một bông hoa ạ.
B. Cô ơi em muốn trồng bông hoa như vậy.
C. Xin cô đừng hiểu lầm, em chỉ ngắm hoa thôi ạ.
D. Hoa hôm nay đẹp quá cô nhỉ.",47,50,1.0638297872340425,69,2.882951259613037,17.866925381524894,74,2.8276588916778564,16.905836066205783,-0.055292367935180664,-0.9610893153191107,0.946208466493462
MCQA_0016_5,MCQA,"Chi đã nói gì với cô khi gặp cô?
A. Xin cô cho em được hái một bông hoa.
B. Cô ơi em muốn trồng bông hoa như vậy.
C. Xin cô đừng hiểu lầm, em chỉ ngắm hoa.
D. Hoa hôm nay đẹp quá cô nhỉ.",Xin cô cho em được hái một bông hoa.,"Chi đã nói gì với cô khi gặp cô?
A. Xin cô cho em được hái một bông hoa.
B. Cô ơi em muốn trồng bông hoa như vậy.
C. Xin cô đừng hiểu lầm, em chỉ ngắm hoa.
D. Hoa hôm nay đẹp quá cô nhỉ.",A,PNN,Daily Conversation,high,e04e5ca5-c8e8-4484-a0aa-f9dc978b200c,1,EXPERT_REVIEW_PASS,rewrite,"Chi đã nói gì với cô khi gặp cô?
A. Xin cô cho em được hái một bông hoa.
B. Cô ơi em muốn trồng bông hoa như vậy.
C. Xin cô đừng hiểu lầm, em chỉ ngắm hoa.
D. Hoa hôm nay đẹp quá cô nhỉ.","Chi đã nói gì với cô khi gặp cô?
A. Xin cô cho em được hái một bông hoa.
B. Cô ơi em muốn trồng bông hoa như vậy.
C. Xin cô đừng hiểu lầm, em chỉ ngắm hoa.
D. Hoa hôm nay đẹp quá cô nhỉ.",47,47,1.0,69,2.882951259613037,17.866925381524894,69,2.882951259613037,17.866925381524894,0.0,0.0,1.0
MCQA_0016_5,MCQA,"Chi đã nói gì với cô khi gặp cô?
A. Xin cô cho em được hái một bông hoa.
B. Cô ơi em muốn trồng bông hoa như vậy.
C. Xin cô đừng hiểu lầm, em chỉ ngắm hoa.
D. Hoa hôm nay đẹp quá cô nhỉ.",Xin cô cho em được hái một bông hoa.,"Chi đã nói gì với cô khi gặp cô?
A. Xin cô cho em được hái một bông hoa.
B. Cô ơi em muốn trồng bông hoa như rứa.
C. Xin cô đừng hiểu lầm, em chỉ ngắm hoa.
D. Hoa hôm nay đẹp quá cô nhỉ.",A,PNT1,Daily Conversation,high,56164f4c-6810-404e-94aa-34d47c343da0,0,EXPERT_AUTO_PASS,rewrite,"Chi đã nói gì với cô khi gặp cô?
A. Xin cô cho em được hái một bông hoa.
B. Cô ơi em muốn trồng bông hoa như vậy.
C. Xin cô đừng hiểu lầm, em chỉ ngắm hoa.
D. Hoa hôm nay đẹp quá cô nhỉ.","Chi đã nói gì với cô khi gặp cô?
A. Xin cô cho em được hái một bông hoa.
B. Cô ơi em muốn trồng bông hoa như rứa.
C. Xin cô đừng hiểu lầm, em chỉ ngắm hoa.
D. Hoa hôm nay đẹp quá cô nhỉ.",47,47,1.0,69,2.882951259613037,17.866925381524894,71,2.946092367172241,19.03144035650203,0.0631411075592041,1.1645149749771377,1.0651771331726325
