sample_id,dialects_present,n_dialects,has_all_six_dialects
MCQA_0069_5,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
MCQA_0072_2,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
MCQA_0074_5,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
MCQA_0074_6,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
MCQA_0077_0,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
MCQA_0080_0,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
MCQA_0081_3,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
MCQA_0081_4,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
MCQA_0087_0,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
MCQA_0090_10,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
MCQA_0090_6,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
MCQA_0091_0,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
MCQA_0091_1,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
MCQA_0092_1,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
MCQA_0092_2,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
MCQA_0095_1,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
MCQA_0096_0,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
MCQA_0098_4,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
MCQA_0098_8,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
MCQA_0100_1,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
MCQA_0100_2,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
MCQA_0104_4,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
MCQA_0106_3,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
MCQA_0114_1,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
MCQA_0114_6,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
MCQA_0116_5,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
MCQA_0116_6,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
MCQA_0120_3,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
MCQA_0120_7,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
MCQA_0123_0,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
MCQA_0123_6,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
MCQA_0126_2,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
MCQA_0127_0,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
MCQA_0127_3,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
MCQA_0128_1,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
MCQA_0128_2,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
MCQA_0137_1,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
MCQA_0137_3,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
MCQA_0138_3,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
MCQA_0138_5,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
MCQA_0140_3,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
MCQA_0141_2,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
MCQA_0141_3,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
MCQA_0142_1,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
MCQA_0144_0,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
MCQA_0144_3,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
MCQA_0147_4,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
MCQA_0148_3,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
MCQA_0151_1,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
MCQA_0151_3,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
MCQA_0152_0,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
MCQA_0152_3,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
NLI_0028,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
NLI_0064,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
NLI_0157,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
NLI_0240,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
NLI_0337,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
NLI_0448,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
NLI_0459,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
NLI_0511,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
NLI_0515,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
NLI_0516,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
NLI_0521,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
NLI_0647,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
NLI_0716,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
NLI_0729,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
NLI_0830,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
NLI_0959,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
NLI_1019,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
NLI_1069,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
NLI_1077,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
NLI_1114,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
NLI_1405,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
NLI_1420,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
NLI_1465,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
NLI_1639,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
NLI_1677,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
NLI_1749,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
NLI_1767,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
NLI_1775,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
NLI_1921,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
NLI_2059,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
NLI_2198,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
NLI_2313,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
NLI_2354,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
NLI_2559,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
NLI_2615,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
NLI_2837,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
NLI_2899,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
NLI_2948,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
NLI_3048,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
NLI_3107,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
NLI_3108,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
NLI_3171,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
NLI_3172,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
NLI_3201,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
NLI_3211,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
NLI_3269,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
NLI_3276,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
NLI_3340,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
NLI_3719,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
NLI_3739,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
NLI_3915,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
NLI_3951,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
NLI_4015,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
NLI_4176,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
NLI_4217,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
NLI_4221,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
NLI_4233,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
NLI_4266,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
NLI_4394,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
NLI_4572,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
NLI_4616,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
NLI_4654,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
NLI_4746,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
NLI_4801,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
NLI_4856,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
NLI_4916,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
NLI_5143,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
NLI_5167,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
NLI_5263,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
NLI_5366,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
NLI_5368,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
NLI_5451,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
NLI_5518,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
NLI_5586,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
NLI_5653,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
NLI_5704,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
NLI_5715,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
NLI_5733,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
NLI_5735,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
NLI_5746,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
NLI_6110,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
NLI_6129,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
NLI_6155,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
NLI_6169,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
NLI_6280,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
NLI_6323,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
NLI_6350,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
NLI_6594,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
NLI_6637,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
NLI_6854,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
NLI_6960,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
NLI_7176,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
NLI_7469,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
NLI_7524,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
NLI_7530,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
NLI_7681,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
NLI_7691,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
NLI_7826,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
NLI_7858,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
NLI_7901,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
QA_0268,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
QA_0363,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
QA_0572,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
QA_10332,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
QA_10377,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
QA_10410,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
QA_11490,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
QA_11800,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
QA_12019,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
QA_1203,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
QA_12099,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
QA_1224,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
QA_12824,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
QA_13646,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
QA_13794,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
QA_13818,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
QA_14176,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
QA_14184,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
QA_14257,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
QA_14728,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
QA_1521,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
QA_15627,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
QA_15710,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
QA_16173,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
QA_17724,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
QA_17758,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
QA_17769,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
QA_17771,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
QA_17926,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
QA_17995,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
QA_18023,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
QA_18041,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
QA_18170,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
QA_18375,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
QA_18652,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
QA_18786,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
QA_18828,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
QA_19250,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
QA_19280,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
QA_19281,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
QA_19329,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
QA_19358,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
QA_19406,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
QA_19877,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
QA_20004,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
QA_20495,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
QA_20639,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
QA_21117,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
QA_21489,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
QA_22617,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
QA_22620,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
QA_22836,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
QA_2325,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
QA_23452,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
QA_23724,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
QA_23978,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
QA_24045,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
QA_25984,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
QA_26154,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
QA_26357,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
QA_26456,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
QA_26462,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
QA_26558,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
QA_26719,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
QA_26901,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
QA_27000,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
QA_27033,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
QA_2707,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
QA_27538,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
QA_3137,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
QA_3368,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
QA_3410,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
QA_3982,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
QA_4111,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
QA_4230,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
QA_4380,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
QA_4814,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
QA_4833,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
QA_4887,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
QA_5051,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
QA_5750,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
QA_6624,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
QA_6664,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
QA_6673,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
QA_6720,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
QA_7436,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
QA_7442,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
QA_7517,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
QA_7713,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
QA_7747,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
QA_8086,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
QA_8137,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
QA_8904,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
QA_9223,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
QA_9483,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
QA_9520,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
QA_9601,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
QA_9637,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
QA_9767,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
QA_9774,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
SENT_0018,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
SENT_0070,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
SENT_0192,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
SENT_0237,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
SENT_0343,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
SENT_0462,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
SENT_0534,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
SENT_0572,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
SENT_0626,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
SENT_0696,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
SENT_0814,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
SENT_0835,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
SENT_0895,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
SENT_0958,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
SENT_1093,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
SENT_1098,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
SENT_1146,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
SENT_1161,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
SENT_1172,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
SENT_1192,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
SENT_1222,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
SENT_1239,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
SENT_1338,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
SENT_1410,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
SENT_1485,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
SENT_1546,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
SENT_1579,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
SENT_1626,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
SENT_1655,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
SENT_1726,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
SENT_1771,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
SENT_1894,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
SENT_1908,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
SENT_1915,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
SENT_1971,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
SENT_2129,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
SENT_2148,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
SENT_2217,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
SENT_2308,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
SENT_2473,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
SENT_2507,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
SENT_2515,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
SENT_2727,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
