task,target_dialect,n,orig_ppl_mean,orig_ppl_median,orig_ppl_std,para_ppl_mean,para_ppl_median,para_ppl_std,delta_ppl_mean,delta_ppl_median,delta_ppl_std,ratio_ppl_mean,ratio_ppl_median,ratio_ppl_std,orig_nll_mean,orig_nll_median,orig_nll_std,para_nll_mean,para_nll_median,para_nll_std,delta_nll_mean,delta_nll_median,delta_nll_std,orig_len_mean,orig_len_median,orig_len_std,para_len_mean,para_len_median,para_len_std,length_ratio_mean,length_ratio_median,length_ratio_std,delta_nll_bootstrap_ci_low,delta_nll_bootstrap_ci_high
NLI,PNT3,100,132.4293114925624,55.64550073489676,343.9176988063512,285.00753727127653,169.145103349851,393.7054642026511,152.57822577871408,77.03023055012511,225.61201716865872,3.9313160746637656,2.6706980969797423,5.096673067813924,4.1175518119335175,4.0189995765686035,0.961685768416131,5.0981677114963535,5.130732297897339,1.0300987395106633,0.9806158995628357,0.9822570085525513,0.8319638653282134,17.69,17.0,6.553116307020144,17.7,17.5,6.487750695804293,1.0084544007426393,1.0,0.12668959894483947,0.8182656295895576,1.1479098277688025
NLI,PNT4,100,132.42931149256242,55.64550073489676,343.9176988063512,177.5038971695823,81.86995652231639,397.4197398548575,45.07458567701987,17.95011796703223,139.91055522992573,1.7560728247066415,1.3188334002577076,1.3340215598446776,4.1175518119335175,4.0189995765686035,0.9616857684161311,4.524296822547913,4.405052423477173,0.9527509081861646,0.40674501061439516,0.2767295837402344,0.5142453678143974,17.69,17.0,6.553116307020145,17.43,17.0,6.394844830333289,0.9879765543894095,1.0,0.03285053874966089,0.31061367243528365,0.5111257979273796
QA,PNB,100,47.17095082074144,35.482014755968756,39.46498888983734,42.253870326826764,31.252761513328494,33.437474019932644,-4.917080493914663,0.0,14.510966213410681,0.9290718795861711,1.0,0.1649821689927388,3.625021169185638,3.5689706802368164,0.648782589090589,3.5275801634788513,3.4420679807662964,0.6273481770253664,-0.09744100570678711,0.0,0.24701392990838156,20.23,21.0,3.129704539577259,20.22,21.0,3.2210795605438767,0.999473576747806,1.0,0.03829555914442438,-0.14808609408140183,-0.052296786606311804
QA,PNN,100,47.17095082074144,35.482014755968756,39.46498888983734,72.4310391950929,51.28129248200709,86.09229011037571,25.260088374351458,11.492781601876855,54.061314003237385,1.5407060498087504,1.3130110292571697,0.6035748335323593,3.625021169185638,3.5689706802368164,0.648782589090589,3.9886741852760315,3.937290072441101,0.7078364710856592,0.3636530160903931,0.27223408222198486,0.36435328609477,20.23,21.0,3.1297045395772596,19.68,20.0,3.225153664806711,0.9725839015406454,1.0,0.04533121666916523,0.2937681677341461,0.43542466586828216
QA,PNT1,100,47.17095082074144,35.482014755968756,39.46498888983734,95.67990604437799,61.34257410568032,141.05354879614023,48.508955223636555,18.738795249221717,114.16433683092067,2.00348448704806,1.626702368625677,1.4129142180510346,3.625021169185638,3.5689706802368164,0.648782589090589,4.129666910171509,4.116464853286743,0.859046725463195,0.5046457409858703,0.4865086078643799,0.604581605201935,20.23,21.0,3.129704539577259,20.15,21.0,3.1152119437600794,0.9963469017910194,1.0,0.02120646894891507,0.38946555119752885,0.6186662128567695
QA,PNT2,100,47.170950820741425,35.482014755968756,39.46498888983734,152.20960153750968,110.43501751931271,140.02235369067685,105.03865071676825,72.78121155947235,112.75418017254057,3.6020403443979228,2.992079237078239,2.6491607575991902,3.625021169185638,3.5689706802368164,0.648782589090589,4.751309494972229,4.70442271232605,0.7233864838747645,1.1262883257865905,1.0959511995315552,0.5133598777393628,20.23,21.0,3.1297045395772596,19.87,20.0,3.2087475136041173,0.9819588769910785,1.0,0.03529845492329625,1.0283232234716415,1.2265694822072983
QA,PNT3,100,47.17095082074144,35.482014755968756,39.46498888983734,154.0267519760257,123.60407985540147,117.21698200784785,106.85580115528427,80.91709522747556,93.12804782027499,3.862816990757054,3.1459278692395047,2.614148049677894,3.625021169185638,3.5689706802368164,0.648782589090589,4.835386698246002,4.817060232162476,0.6196769681855702,1.2103655290603639,1.1460940837860107,0.5011661675781396,20.23,21.0,3.1297045395772596,19.86,21.0,3.234973030034486,0.9816300648738796,1.0,0.04656346979362154,1.1179976715445517,1.3116566934585572
QA,PNT4,100,47.170950820741446,35.482014755968756,39.46498888983734,102.02609761749278,74.75798192968261,75.84184232026718,54.85514679675134,40.7474295741454,55.88885875300411,2.3714854487735257,2.325466134888002,1.1835445420049637,3.625021169185638,3.5689706802368164,0.648782589090589,4.370674793720245,4.314253091812134,0.7371720907309068,0.7456536245346069,0.8439204692840576,0.49599530331685426,20.23,21.0,3.129704539577259,19.83,20.0,3.1303499659129024,0.9803035120448569,1.0,0.028004557369374312,0.6489381600022316,0.8430065331459042
SENT,PNB,100,171.1146486705447,140.36855282183012,108.46810498679244,149.25995925827453,121.6934258883811,106.84734947633369,-21.854689412270233,0.0,49.567068529107196,0.882131006874307,1.0,0.22004216140905847,4.9614060950279235,4.944253921508789,0.6104166342036316,4.800865664482116,4.801473140716553,0.6374682655088136,-0.16054043054580688,0.0,0.2789109272519649,30.29,26.0,16.120314682243194,29.6,26.0,15.935475955847505,0.9757195501217193,1.0,0.04422895064674872,-0.21607812398672105,-0.108126558303833
SENT,PNN,100,171.11464867054474,140.36855282183012,108.46810498679244,216.70125078938227,159.29174542919557,161.50786641785547,45.58660211883749,17.350287941433116,94.179313157817,1.2878406421138835,1.1451726721062219,0.42476716898519074,4.9614060950279235,4.944253921508789,0.6104166342036316,5.164775211811065,5.070658922195435,0.6394165002422453,0.2033691167831421,0.13554930686950684,0.3125378766731661,30.29,26.0,16.120314682243194,29.89,25.5,15.999302383781512,0.9864887336008863,1.0,0.042417166154313124,0.14350617903470994,0.267887989282608
SENT,PNT1,100,171.1146486705447,140.36855282183012,108.46810498679244,299.0164901870608,181.65775845836322,409.27058681950984,127.90184151651603,22.184051634405833,369.729257319313,1.760045614195282,1.206239605935148,2.0080892628518585,4.9614060950279235,4.944253921508789,0.6104166342036316,5.309461035728455,5.202030181884766,0.7821867302121791,0.348054940700531,0.18741703033447266,0.5592942808883302,30.29,26.0,16.120314682243194,30.05,26.0,15.935079782566756,0.9932333829447215,1.0,0.03801315851774496,0.24350051963329317,0.462232820868492
SENT,PNT2,100,171.11464867054474,140.36855282183012,108.46810498679244,453.2926948183368,344.4295475093246,514.1540662283161,282.1780461477921,167.60002958117127,483.86644043810094,2.921606996609226,2.049551337347167,3.1177715932442878,4.9614060950279235,4.944253921508789,0.6104166342036316,5.77848298072815,5.841881513595581,0.7659030440293692,0.8170768857002259,0.7176206111907959,0.6342245304607307,30.29,26.0,16.120314682243194,29.78,25.5,16.19426260791585,0.9787472251176415,1.0,0.03767934577335101,0.6918318927884102,0.9426380791068075
SENT,PNT3,100,171.11464867054477,140.36855282183012,108.46810498679244,577.0907626678887,377.6377122791124,691.8713083458981,405.97611399734393,222.77734708665878,660.813219325854,3.8064543986877446,2.5096626484912528,5.393781221132444,4.9614060950279235,4.944253921508789,0.6104166342036316,5.9695067930221555,5.9339330196380615,0.8210369012590046,1.0081006979942322,0.9198663234710693,0.6926325937395773,30.29,26.0,16.120314682243194,29.55,26.0,15.818653481880117,0.9771391715188851,1.0,0.06591935972698823,0.8780629832148552,1.1467106854319573
SENT,PNT4,100,171.11464867054477,140.36855282183012,108.46810498679244,322.3765943787523,252.83968784149886,336.15528679551267,151.26194570820752,55.905721910707754,304.5689716254693,2.0514572105941355,1.4952129652396717,1.9000612933599055,4.9614060950279235,4.944253921508789,0.6104166342036316,5.465569424629211,5.532752752304077,0.7542539945788395,0.5041633296012878,0.402268648147583,0.5840177355519739,30.29,26.0,16.12031468224319,29.83,26.0,16.078755040001187,0.9821081522235663,1.0,0.04031972900971947,0.3931919039487839,0.6205175877213475
