sample_id,task,target_dialect,opcode,opcode_seq,standard_span,dialect_span,standard_span_len,dialect_span_len,is_known,match_direction,category,lexicon_standard_word,lexicon_region_column,delta_nll,delta_ppl,orig_nll,para_nll,kept_in_analysis
MCQA_0016_0,MCQA,PNB,replace,1,dịu cơn,đỡ,2,1,False,none,Predicate vocabulary,,,-0.0683443546295166,-0.8062376918217868,2.5017971992492676,2.433452844619751,True
MCQA_0016_0,MCQA,PNN,replace,0,vào,vô,1,1,False,none,Connectives/Aspect markers,,,0.4387135505676269,6.721102029193091,2.5017971992492676,2.9405107498168945,True
MCQA_0016_0,MCQA,PNN,replace,1,hoa,bông,1,1,False,none,Predicate vocabulary,,,0.4387135505676269,6.721102029193091,2.5017971992492676,2.9405107498168945,True
MCQA_0016_0,MCQA,PNN,replace,2,vào,hồi,1,1,False,none,Connectives/Aspect markers,,,0.4387135505676269,6.721102029193091,2.5017971992492676,2.9405107498168945,True
MCQA_0016_0,MCQA,PNN,replace,3,hoa,bông,1,1,False,none,Predicate vocabulary,,,0.4387135505676269,6.721102029193091,2.5017971992492676,2.9405107498168945,True
MCQA_0016_0,MCQA,PNN,replace,4,mẹ,má,1,1,False,none,Kinship/Honorific terms,,,0.4387135505676269,6.721102029193091,2.5017971992492676,2.9405107498168945,True
MCQA_0016_0,MCQA,PNN,replace,5,hoa,bông,1,1,False,none,Predicate vocabulary,,,0.4387135505676269,6.721102029193091,2.5017971992492676,2.9405107498168945,True
MCQA_0016_0,MCQA,PNN,replace,6,bố,ba,1,1,False,none,Kinship/Honorific terms,,,0.4387135505676269,6.721102029193091,2.5017971992492676,2.9405107498168945,True
MCQA_0016_0,MCQA,PNN,replace,7,bố,ba,1,1,False,none,Kinship/Honorific terms,,,0.4387135505676269,6.721102029193091,2.5017971992492676,2.9405107498168945,True
MCQA_0016_0,MCQA,PNT1,replace,0,gì,cái chi,1,2,False,none,Interrogatives,,,0.2512638568878174,3.486180203821549,2.5017971992492676,2.753061056137085,True
MCQA_0016_0,MCQA,PNT1,replace,1,dịu,bớt,1,1,False,none,Predicate vocabulary,,,0.2512638568878174,3.486180203821549,2.5017971992492676,2.753061056137085,True
MCQA_0016_0,MCQA,PNT2,replace,0,vào,vô,1,1,False,none,Connectives/Aspect markers,,,0.4623270034790039,7.17331683341942,2.5017971992492676,2.9641242027282715,True
MCQA_0016_0,MCQA,PNT2,replace,1,làm gì vào,mần chi,3,2,True,dialect_phrase,Interrogatives,làm gì,HaTinh_QB_QT; NgheAn,0.4623270034790039,7.17331683341942,2.5017971992492676,2.9641242027282715,True
MCQA_0016_0,MCQA,PNT2,replace,2,vì,tại,1,1,False,none,Connectives/Aspect markers,,,0.4623270034790039,7.17331683341942,2.5017971992492676,2.9641242027282715,True
MCQA_0016_5,MCQA,PNB,insert,0,,ạ,0,1,False,none,Unknown,,,-0.0552923679351806,-0.9610893153191108,2.882951259613037,2.8276588916778564,False
MCQA_0016_5,MCQA,PNB,insert,1,,thôi ạ,0,2,False,none,Unknown,,,-0.0552923679351806,-0.9610893153191108,2.882951259613037,2.8276588916778564,False
MCQA_0016_5,MCQA,PNT1,replace,0,vậy,rứa,1,1,False,none,Demonstratives/Deixis,,,0.0631411075592041,1.1645149749771375,2.882951259613037,2.946092367172241,True
MCQA_0016_5,MCQA,PNT2,replace,0,đã,đạ,1,1,True,dialect_phrase,Connectives/Aspect markers,đã,HaTinh_QB_QT,0.8308610916137695,23.14292746759372,2.882951259613037,3.713812351226806,True
MCQA_0016_5,MCQA,PNT2,replace,1,gì,chi,1,1,True,dialect_phrase,Interrogatives,gì,HaTinh_QB_QT; NgheAn,0.8308610916137695,23.14292746759372,2.882951259613037,3.713812351226806,True
MCQA_0016_5,MCQA,PNT2,replace,2,như vậy,a rứa,2,2,True,dialect_phrase,Demonstratives/Deixis,vậy / thế,HaTinh_QB_QT,0.8308610916137695,23.14292746759372,2.882951259613037,3.713812351226806,True
MCQA_0016_5,MCQA,PNT2,insert,3,,có,0,1,False,none,Unknown,,,0.8308610916137695,23.14292746759372,2.882951259613037,3.713812351226806,False
MCQA_0016_5,MCQA,PNT2,replace,4,lầm,nhầm,1,1,False,none,Orthographic variant,,,0.8308610916137695,23.14292746759372,2.882951259613037,3.713812351226806,False
MCQA_0016_5,MCQA,PNT2,replace,5,nay,ni,1,1,True,dialect_phrase,Demonstratives/Deixis,này,HaTinh_QB_QT; NgheAn,0.8308610916137695,23.14292746759372,2.882951259613037,3.713812351226806,True
MCQA_0016_5,MCQA,PNT2,replace,6,nhỉ,hè,1,1,True,dialect_phrase,Discourse particles,nhỉ,HaTinh_QB_QT,0.8308610916137695,23.14292746759372,2.882951259613037,3.713812351226806,True
MCQA_0016_5,MCQA,PNT3,replace,0,gì,chi,1,1,True,dialect_phrase,Interrogatives,gì; sao / thế nào,HaTinh_QB_QT; Hue,0.6011190414428711,14.725186786365086,2.882951259613037,3.484070301055908,True
MCQA_0016_5,MCQA,PNT3,replace,1,vậy,rứa,1,1,True,standard_word,Demonstratives/Deixis,a rứa; như ri; như rứa; ri,HaTinh_QB_QT; Hue,0.6011190414428711,14.725186786365086,2.882951259613037,3.484070301055908,True
MCQA_0016_5,MCQA,PNT3,replace,2,lầm,nhầm,1,1,False,none,Orthographic variant,,,0.6011190414428711,14.725186786365086,2.882951259613037,3.484070301055908,False
MCQA_0016_5,MCQA,PNT3,replace,3,nay,ni,1,1,True,dialect_phrase,Demonstratives/Deixis,này,HaTinh_QB_QT; Hue,0.6011190414428711,14.725186786365086,2.882951259613037,3.484070301055908,True
MCQA_0016_5,MCQA,PNT3,replace,4,nhỉ,hè,1,1,True,dialect_phrase,Discourse particles,nhỉ,HaTinh_QB_QT,0.6011190414428711,14.725186786365086,2.882951259613037,3.484070301055908,True
MCQA_0018_4,MCQA,PNB,insert,0,,thôi,0,1,False,none,Unknown,,,0.002084732055664,0.0202993826162796,2.27490758895874,2.2769923210144043,False
MCQA_0018_4,MCQA,PNB,insert,1,,thôi,0,1,False,none,Unknown,,,0.002084732055664,0.0202993826162796,2.27490758895874,2.2769923210144043,False
MCQA_0018_4,MCQA,PNN,replace,0,khi,lúc,1,1,False,none,Connectives/Aspect markers,,,0.2110326290130615,2.28538914302297,2.27490758895874,2.4859402179718018,True
MCQA_0018_4,MCQA,PNN,replace,1,thông tin,chuyện,2,1,False,none,Predicate vocabulary,,,0.2110326290130615,2.28538914302297,2.27490758895874,2.4859402179718018,True
MCQA_0018_4,MCQA,PNN,replace,2,không,hông,1,1,True,dialect_phrase,Negation/Function words,không,NamBo,0.2110326290130615,2.28538914302297,2.27490758895874,2.4859402179718018,True
MCQA_0018_4,MCQA,PNN,replace,3,như thế nào,sao,3,1,True,dialect_phrase,Interrogatives,sao / thế nào,NamBo,0.2110326290130615,2.28538914302297,2.27490758895874,2.4859402179718018,True
MCQA_0018_4,MCQA,PNN,replace,4,không,hông,1,1,True,dialect_phrase,Negation/Function words,không,NamBo,0.2110326290130615,2.28538914302297,2.27490758895874,2.4859402179718018,True
MCQA_0018_4,MCQA,PNN,replace,5,không,hông,1,1,True,dialect_phrase,Negation/Function words,không,NamBo,0.2110326290130615,2.28538914302297,2.27490758895874,2.4859402179718018,True
MCQA_0018_4,MCQA,PNN,replace,6,không,hông,1,1,True,dialect_phrase,Negation/Function words,không,NamBo,0.2110326290130615,2.28538914302297,2.27490758895874,2.4859402179718018,True
MCQA_0018_4,MCQA,PNN,insert,7,,rồi,0,1,False,none,Unknown,,,0.2110326290130615,2.28538914302297,2.27490758895874,2.4859402179718018,False
MCQA_0018_4,MCQA,PNT1,replace,0,có,cúa,1,1,False,none,Orthographic variant,,,0.7440948486328125,10.74384044730552,2.27490758895874,3.0190024375915527,False
MCQA_0018_4,MCQA,PNT1,replace,1,như thế nào,răng,3,1,False,none,Interrogatives,,,0.7440948486328125,10.74384044730552,2.27490758895874,3.0190024375915527,True
MCQA_0018_4,MCQA,PNT1,replace,2,gì,chi,1,1,False,none,Interrogatives,,,0.7440948486328125,10.74384044730552,2.27490758895874,3.0190024375915527,True
MCQA_0018_4,MCQA,PNT1,replace,3,có,cúa,1,1,False,none,Orthographic variant,,,0.7440948486328125,10.74384044730552,2.27490758895874,3.0190024375915527,False
MCQA_0018_4,MCQA,PNT1,replace,4,có,cúa,1,1,False,none,Orthographic variant,,,0.7440948486328125,10.74384044730552,2.27490758895874,3.0190024375915527,False
MCQA_0018_4,MCQA,PNT2,replace,0,như thế nào,a răng,3,2,False,none,Interrogatives,,,0.4054198265075683,4.862849375885608,2.27490758895874,2.6803274154663086,True
MCQA_0018_4,MCQA,PNT2,replace,1,gì,chi,1,1,True,dialect_phrase,Interrogatives,gì,HaTinh_QB_QT; NgheAn,0.4054198265075683,4.862849375885608,2.27490758895874,2.6803274154663086,True
MCQA_0018_6,MCQA,PNN,replace,0,các,mấy,1,1,False,none,Negation/Function words,,,0.3002510070800781,6.288986757392422,2.8880574703216553,3.1883084774017334,True
MCQA_0018_6,MCQA,PNN,delete,1,thế,,1,0,True,standard_word,Demonstratives/Deixis,vậy,NamBo,0.3002510070800781,6.288986757392422,2.8880574703216553,3.1883084774017334,False
MCQA_0018_6,MCQA,PNN,replace,2,không,hông,1,1,True,dialect_phrase,Negation/Function words,không,NamBo,0.3002510070800781,6.288986757392422,2.8880574703216553,3.1883084774017334,True
MCQA_0018_6,MCQA,PNN,replace,3,cáu,quạu,1,1,False,none,Predicate vocabulary,,,0.3002510070800781,6.288986757392422,2.8880574703216553,3.1883084774017334,True
MCQA_0018_6,MCQA,PNT1,replace,0,như thế nào,răng,3,1,False,none,Interrogatives,,,0.4243927001953125,9.493914977325757,2.8880574703216553,3.312450170516968,True
MCQA_0018_6,MCQA,PNT1,insert,1,,mô,0,1,True,dialect_phrase,Negation/Function words,đâu (phủ định),ThanhHoa,0.4243927001953125,9.493914977325757,2.8880574703216553,3.312450170516968,False
MCQA_0018_6,MCQA,PNT2,replace,0,các,mấy,1,1,False,none,Negation/Function words,,,0.4086480140686035,9.065071895253896,2.8880574703216553,3.296705484390259,True
MCQA_0018_6,MCQA,PNT2,replace,1,như thế nào,a răng,3,2,False,none,Interrogatives,,,0.4086480140686035,9.065071895253896,2.8880574703216553,3.296705484390259,True
MCQA_0018_6,MCQA,PNT2,replace,2,không,nỏ,1,1,True,dialect_phrase,Negation/Function words,không,HaTinh_QB_QT; NgheAn,0.4086480140686035,9.065071895253896,2.8880574703216553,3.296705484390259,True
MCQA_0018_6,MCQA,PNT3,replace,0,các vị,mấy người,2,2,False,none,Pronouns,,,0.4727125167846679,10.852975731644168,2.8880574703216553,3.3607699871063232,True
MCQA_0018_6,MCQA,PNT3,replace,1,thế nào,răng,2,1,True,dialect_phrase,Interrogatives,sao / thế nào,HaTinh_QB_QT; Hue,0.4727125167846679,10.852975731644168,2.8880574703216553,3.3607699871063232,True
MCQA_0018_6,MCQA,PNT3,replace,2,cáu,đóa,1,1,False,none,Predicate vocabulary,,,0.4727125167846679,10.852975731644168,2.8880574703216553,3.3607699871063232,True
MCQA_0020_1,MCQA,PNB,replace,0,thời,tuổi,1,1,False,none,Predicate vocabulary,,,-0.2290124893188476,-8.015613191950244,3.667691946029663,3.438679456710815,True
MCQA_0020_1,MCQA,PNB,delete,1,ấy,,1,0,True,standard_word,Demonstratives/Deixis,ấy,BacBo,-0.2290124893188476,-8.015613191950244,3.667691946029663,3.438679456710815,False
MCQA_0020_1,MCQA,PNN,replace,0,tôi,tui,1,1,True,dialect_phrase,Pronouns,tôi,NamBo,0.1115772724151611,4.622618664976784,3.667691946029663,3.779269218444824,True
MCQA_0020_1,MCQA,PNT1,replace,0,bó với,bóa vứi,2,2,False,none,Orthographic variant,,,0.7186534404754639,41.184832473955346,3.667691946029663,4.386345386505127,False
MCQA_0020_1,MCQA,PNT1,replace,1,ấy,nứ,1,1,True,dialect_phrase,Demonstratives/Deixis,ấy / đó,ThanhHoa,0.7186534404754639,41.184832473955346,3.667691946029663,4.386345386505127,True
MCQA_0020_1,MCQA,PNT1,replace,2,trâu,tru,1,1,False,none,Orthographic variant,,,0.7186534404754639,41.184832473955346,3.667691946029663,4.386345386505127,False
MCQA_0020_1,MCQA,PNT2,replace,0,gì đã,chi đạ,2,2,False,none,Interrogatives,,,0.4803459644317627,24.14824432146507,3.667691946029663,4.148037910461426,True
MCQA_0020_1,MCQA,PNT2,replace,1,ấy,ấu,1,1,True,standard_word,Demonstratives/Deixis; Discourse particles,nớ; đỏ,HaTinh_QB_QT; NgheAn,0.4803459644317627,24.14824432146507,3.667691946029663,4.148037910461426,False
MCQA_0020_1,MCQA,PNT2,replace,2,trâu,tru,1,1,False,none,Orthographic variant,,,0.4803459644317627,24.14824432146507,3.667691946029663,4.148037910461426,False
MCQA_0020_1,MCQA,PNT3,replace,0,gì đã,chi đạ,2,2,False,none,Interrogatives,,,0.7004926204681396,39.73884860718426,3.667691946029663,4.368184566497803,True
MCQA_0020_1,MCQA,PNT3,replace,1,ấy của,ấu cụa,2,2,False,none,Orthographic variant,,,0.7004926204681396,39.73884860718426,3.667691946029663,4.368184566497803,False
MCQA_0020_2,MCQA,PNB,insert,0,,nhà,0,1,False,none,Unknown,,,-0.061152696609497,-1.566476772418106,3.2736308574676514,3.2124781608581543,False
MCQA_0020_2,MCQA,PNT1,replace,0,miêu,miu,1,1,False,none,Orthographic variant,,,0.3016328811645508,9.296990398511774,3.2736308574676514,3.575263738632202,False
MCQA_0020_2,MCQA,PNT2,replace,0,thế nào,răng,2,1,True,dialect_phrase,Interrogatives,sao / thế nào,HaTinh_QB_QT; NgheAn,0.8712656497955322,36.70404431517131,3.2736308574676514,4.144896507263184,True
MCQA_0020_2,MCQA,PNT2,replace,1,lớn,to,1,1,True,standard_word,Predicate vocabulary,nậy,HaTinh_QB_QT; NgheAn,0.8712656497955322,36.70404431517131,3.2736308574676514,4.144896507263184,True
MCQA_0020_2,MCQA,PNT2,replace,2,giữa,giửa,1,1,False,none,Orthographic variant,,,0.8712656497955322,36.70404431517131,3.2736308574676514,4.144896507263184,False
MCQA_0020_2,MCQA,PNT3,replace,0,cây,cơn,1,1,False,none,Predicate vocabulary,,,0.7900044918060303,31.778405791541452,3.2736308574676514,4.063635349273682,True
MCQA_0020_2,MCQA,PNT3,replace,1,thế nào,răng,2,1,True,dialect_phrase,Interrogatives,sao / thế nào,HaTinh_QB_QT; Hue,0.7900044918060303,31.778405791541452,3.2736308574676514,4.063635349273682,True
MCQA_0020_2,MCQA,PNT3,replace,2,lớn,to,1,1,True,standard_word,Predicate vocabulary,nậy,HaTinh_QB_QT,0.7900044918060303,31.778405791541452,3.2736308574676514,4.063635349273682,True
MCQA_0020_2,MCQA,PNT4,replace,0,miêu,mô,1,1,True,dialect_phrase,Interrogatives,đâu / nào,QuangNam,1.0761511325836182,51.05452798145976,3.2736308574676514,4.3497819900512695,True
MCQA_0020_2,MCQA,PNT4,replace,1,như thế nào,ra ren,3,2,False,none,Interrogatives,,,1.0761511325836182,51.05452798145976,3.2736308574676514,4.3497819900512695,True
MCQA_0020_2,MCQA,PNT4,replace,2,cả,nguyên,1,1,False,none,Negation/Function words,,,1.0761511325836182,51.05452798145976,3.2736308574676514,4.3497819900512695,True
MCQA_0020_2,MCQA,PNT4,replace,3,lớn,to,1,1,False,none,Predicate vocabulary,,,1.0761511325836182,51.05452798145976,3.2736308574676514,4.3497819900512695,True
MCQA_0025_10,MCQA,PNB,insert,0,,đâu,0,1,True,dialect_phrase,Interrogatives,đâu / nào,BacBo,-0.0742490291595459,-0.8567190772682185,2.482580184936523,2.4083311557769775,False
MCQA_0025_10,MCQA,PNB,insert,1,,đi ạ,0,2,False,none,Unknown,,,-0.0742490291595459,-0.8567190772682185,2.482580184936523,2.4083311557769775,False
MCQA_0025_10,MCQA,PNB,insert,2,,ạ,0,1,False,none,Unknown,,,-0.0742490291595459,-0.8567190772682185,2.482580184936523,2.4083311557769775,False
MCQA_0025_10,MCQA,PNB,insert,3,,ạ,0,1,False,none,Unknown,,,-0.0742490291595459,-0.8567190772682185,2.482580184936523,2.4083311557769775,False
MCQA_0025_10,MCQA,PNT1,replace,0,nói gì,nuối chi,2,2,False,none,Interrogatives,,,0.5608906745910645,9.005813593648465,2.482580184936523,3.043470859527588,True
MCQA_0025_10,MCQA,PNT1,replace,1,viết,vít,1,1,False,none,Orthographic variant,,,0.5608906745910645,9.005813593648465,2.482580184936523,3.043470859527588,False
MCQA_0025_10,MCQA,PNT1,replace,2,viết,vít,1,1,False,none,Orthographic variant,,,0.5608906745910645,9.005813593648465,2.482580184936523,3.043470859527588,False
MCQA_0025_10,MCQA,PNT4,replace,0,gì,chi,1,1,True,dialect_phrase,Interrogatives,gì,QuangNam,0.3752872943878174,5.452214674313126,2.482580184936523,2.857867479324341,True
MCQA_0025_10,MCQA,PNT4,insert,1,,dạ,0,1,False,none,Unknown,,,0.3752872943878174,5.452214674313126,2.482580184936523,2.857867479324341,False
MCQA_0025_10,MCQA,PNT4,delete,2,ạ,,1,0,False,none,Unknown,,,0.3752872943878174,5.452214674313126,2.482580184936523,2.857867479324341,False
MCQA_0025_10,MCQA,PNT4,insert,3,,dạ,0,1,False,none,Unknown,,,0.3752872943878174,5.452214674313126,2.482580184936523,2.857867479324341,False
MCQA_0025_10,MCQA,PNT4,delete,4,ạ,,1,0,False,none,Unknown,,,0.3752872943878174,5.452214674313126,2.482580184936523,2.857867479324341,False
MCQA_0025_10,MCQA,PNT4,insert,5,,dạ,0,1,False,none,Unknown,,,0.3752872943878174,5.452214674313126,2.482580184936523,2.857867479324341,False
MCQA_0025_10,MCQA,PNT4,replace,6,ạ thế,rứa,2,1,False,none,Demonstratives/Deixis,,,0.3752872943878174,5.452214674313126,2.482580184936523,2.857867479324341,True
MCQA_0025_10,MCQA,PNT4,insert,7,,dạ,0,1,False,none,Unknown,,,0.3752872943878174,5.452214674313126,2.482580184936523,2.857867479324341,False
MCQA_0025_10,MCQA,PNT4,delete,8,ạ,,1,0,False,none,Unknown,,,0.3752872943878174,5.452214674313126,2.482580184936523,2.857867479324341,False
MCQA_0025_9,MCQA,PNN,delete,0,như,,1,0,False,none,Unknown,,,0.2567088603973388,7.394526757682666,3.229454040527344,3.4861629009246826,False
MCQA_0025_9,MCQA,PNN,replace,1,khi,lúc,1,1,False,none,Connectives/Aspect markers,,,0.2567088603973388,7.394526757682666,3.229454040527344,3.4861629009246826,True
MCQA_0025_9,MCQA,PNN,replace,2,định,tính,1,1,False,none,Predicate vocabulary,,,0.2567088603973388,7.394526757682666,3.229454040527344,3.4861629009246826,True
MCQA_0025_9,MCQA,PNT1,replace,0,như thế nào,răng,3,1,False,none,Interrogatives,,,0.912315845489502,37.64821463790557,3.229454040527344,4.141769886016846,True
MCQA_0025_9,MCQA,PNT1,replace,1,nuối,núi,1,1,False,none,Orthographic variant,,,0.912315845489502,37.64821463790557,3.229454040527344,4.141769886016846,False
MCQA_0025_9,MCQA,PNT2,replace,0,như thế nào,a răng,3,2,False,none,Interrogatives,,,0.4055666923522949,12.636779650178209,3.229454040527344,3.6350207328796382,True
MCQA_0025_9,MCQA,PNT3,replace,0,thế nào,răng,2,1,True,dialect_phrase,Interrogatives,sao / thế nào,HaTinh_QB_QT; Hue,0.4806218147277832,15.591046550782774,3.229454040527344,3.710075855255127,True
MCQA_0025_9,MCQA,PNT3,replace,1,bảo,nói,1,1,False,none,Predicate vocabulary,,,0.4806218147277832,15.591046550782774,3.229454040527344,3.710075855255127,True
MCQA_0025_9,MCQA,PNT4,replace,0,thế nào,răn,2,1,True,standard_word,Interrogatives,ren; sao; sô,PhuYen; QuangNam; QuangNgai,0.5563652515411377,18.80590434798228,3.229454040527344,3.7858192920684814,True
MCQA_0025_9,MCQA,PNT4,replace,1,bảo,kêu,1,1,True,dialect_phrase,Predicate vocabulary,gọi,PhuYen; QuangNgai,0.5563652515411377,18.80590434798228,3.229454040527344,3.7858192920684814,True
MCQA_0030_1,MCQA,PNN,replace,0,van xin,năn nỉ,2,2,False,none,Idiomatic expressions,,,-0.061314582824707,-1.0556339694104082,2.8763797283172607,2.8150651454925537,True
