sample_id,task,target_dialect,standard_span,dialect_span,category,nll_baseline,nll_swapped,delta_nll_swap
MCQA_0030_1,MCQA,PNN,bảo,kêu,Predicate vocabulary,2.876380443572998,2.972538709640503,0.0961582660675048
MCQA_0030_1,MCQA,PNN,thức,đồ,Predicate vocabulary,2.876380443572998,2.840040922164917,-0.036339521408081
MCQA_0030_1,MCQA,PNT1,sẽ nói cho,sĩa nuối choa,Pronouns,2.876380443572998,3.18212890625,0.3057484626770019
MCQA_0030_1,MCQA,PNT1,gì,chi,Interrogatives,2.876380443572998,2.991748809814453,0.115368366241455
MCQA_0030_1,MCQA,PNT2,gì,chi,Interrogatives,2.876380443572998,2.991748809814453,0.115368366241455
MCQA_0030_1,MCQA,PNT2,bảo,kêu,Predicate vocabulary,2.876380443572998,2.972538709640503,0.0961582660675048
MCQA_0030_1,MCQA,PNT2,bảo,kêu,Predicate vocabulary,2.876380443572998,2.972538709640503,0.0961582660675048
MCQA_0030_1,MCQA,PNT2,bảo,kêu,Predicate vocabulary,2.876380443572998,2.972538709640503,0.0961582660675048
MCQA_0030_1,MCQA,PNT3,gì,chi,Interrogatives,2.876380443572998,2.991748809814453,0.115368366241455
MCQA_0030_1,MCQA,PNT4,gì,chi,Interrogatives,2.876380443572998,2.991748809814453,0.115368366241455
MCQA_0030_1,MCQA,PNT4,bảo,kêu,Predicate vocabulary,2.876380443572998,2.972538709640503,0.0961582660675048
MCQA_0030_1,MCQA,PNT4,bảo,kêu,Predicate vocabulary,2.876380443572998,2.972538709640503,0.0961582660675048
MCQA_0030_1,MCQA,PNT4,rời,đi,Predicate vocabulary,2.876380443572998,2.867203712463379,-0.0091767311096191
MCQA_0030_1,MCQA,PNT4,bảo,kêu,Predicate vocabulary,2.876380443572998,2.972538709640503,0.0961582660675048
MCQA_0030_3,MCQA,PNB,mắng,thét,Predicate vocabulary,2.940406322479248,3.032517433166504,0.0921111106872558
MCQA_0030_3,MCQA,PNB,gàn dở,ngớ ngẩn,Predicate vocabulary,2.940406322479248,2.8079776763916016,-0.1324286460876464
MCQA_0030_3,MCQA,PNN,mắng,la,Predicate vocabulary,2.940406322479248,3.0529160499572754,0.1125097274780273
MCQA_0030_3,MCQA,PNN,gàn dở,khùng điên,Predicate vocabulary,2.940406322479248,2.92569637298584,-0.0147099494934082
MCQA_0030_3,MCQA,PNN,chẳng,hông có,Negation/Function words,2.940406322479248,3.086681604385376,0.1462752819061279
MCQA_0030_3,MCQA,PNT1,gì,chi,Interrogatives,2.940406322479248,3.161729335784912,0.221323013305664
MCQA_0030_3,MCQA,PNT2,đã,đạ,Connectives/Aspect markers,2.940406322479248,3.060567855834961,0.1201615333557128
MCQA_0030_3,MCQA,PNT2,bản,xóm,Predicate vocabulary,2.940406322479248,2.7920689582824707,-0.1483373641967773
MCQA_0030_3,MCQA,PNT2,gì đã,chi đạ,Interrogatives,2.940406322479248,3.3501644134521484,0.4097580909729004
MCQA_0030_3,MCQA,PNT2,mắng,chưởi,Predicate vocabulary,2.940406322479248,3.01576828956604,0.0753619670867919
MCQA_0030_3,MCQA,PNT2,gàn dở,bị điên,Predicate vocabulary,2.940406322479248,2.903301954269409,-0.0371043682098388
MCQA_0030_3,MCQA,PNT2,chẳng,nỏ,Negation/Function words,2.940406322479248,3.1796414852142334,0.2392351627349853
MCQA_0030_3,MCQA,PNT3,vợ chồng,cấy dông,Kinship/Honorific terms,2.940406322479248,3.2711703777313232,0.3307640552520752
MCQA_0030_3,MCQA,PNT3,gì,chi,Interrogatives,2.940406322479248,3.161729335784912,0.221323013305664
MCQA_0030_3,MCQA,PNT3,và làm theo,rồi mần dọi,Connectives/Aspect markers,2.940406322479248,3.456855535507202,0.5164492130279541
MCQA_0030_3,MCQA,PNT3,mắng,chưởi,Predicate vocabulary,2.940406322479248,3.01576828956604,0.0753619670867919
MCQA_0030_3,MCQA,PNT3,vợ chồng,cấy dông,Kinship/Honorific terms,2.940406322479248,3.2711703777313232,0.3307640552520752
MCQA_0030_3,MCQA,PNT3,chẳng,nỏ,Negation/Function words,2.940406322479248,3.1796414852142334,0.2392351627349853
MCQA_0030_3,MCQA,PNT3,làm theo,mần dọi,Predicate vocabulary,2.940406322479248,3.4388587474823,0.4984524250030517
MCQA_0030_3,MCQA,PNT4,gì,chi,Interrogatives,2.940406322479248,3.161729335784912,0.221323013305664
MCQA_0030_3,MCQA,PNT4,mắng,chửi,Predicate vocabulary,2.940406322479248,2.921858787536621,-0.0185475349426269
MCQA_0030_3,MCQA,PNT4,gàn dở,khùng,Predicate vocabulary,2.940406322479248,2.9284489154815674,-0.0119574069976806
MCQA_0036_5,MCQA,PNN,bát,chén,Predicate vocabulary,2.469477415084839,2.601773500442505,0.132296085357666
MCQA_0036_5,MCQA,PNN,bát,chén,Predicate vocabulary,2.469477415084839,2.601773500442505,0.132296085357666
MCQA_0036_5,MCQA,PNN,bát,chén,Predicate vocabulary,2.469477415084839,2.601773500442505,0.132296085357666
MCQA_0036_5,MCQA,PNN,bát,chén,Predicate vocabulary,2.469477415084839,2.601773500442505,0.132296085357666
MCQA_0036_5,MCQA,PNN,bát,chén,Predicate vocabulary,2.469477415084839,2.601773500442505,0.132296085357666
MCQA_0036_5,MCQA,PNN,bát,chén,Predicate vocabulary,2.469477415084839,2.601773500442505,0.132296085357666
MCQA_0036_5,MCQA,PNT1,gì,chi,Interrogatives,2.469477415084839,2.569185972213745,0.0997085571289062
MCQA_0036_5,MCQA,PNT1,nào,mô,Negation/Function words,2.469477415084839,2.747190475463867,0.2777130603790283
MCQA_0036_5,MCQA,PNT1,nào,mô,Negation/Function words,2.469477415084839,2.747190475463867,0.2777130603790283
MCQA_0036_5,MCQA,PNT1,nào,mô,Negation/Function words,2.469477415084839,2.747190475463867,0.2777130603790283
MCQA_0036_5,MCQA,PNT1,nào,mô,Negation/Function words,2.469477415084839,2.747190475463867,0.2777130603790283
MCQA_0036_5,MCQA,PNT1,nào,mô,Negation/Function words,2.469477415084839,2.747190475463867,0.2777130603790283
MCQA_0036_5,MCQA,PNT1,nào,mô,Negation/Function words,2.469477415084839,2.747190475463867,0.2777130603790283
MCQA_0036_5,MCQA,PNT1,như thế nào,răng,Interrogatives,2.469477415084839,2.6823513507843018,0.2128739356994629
MCQA_0036_5,MCQA,PNT2,gì,chi,Interrogatives,2.469477415084839,2.569185972213745,0.0997085571289062
MCQA_0036_5,MCQA,PNT2,như thế nào,a răng,Interrogatives,2.469477415084839,2.7125349044799805,0.2430574893951416
MCQA_0036_5,MCQA,PNT3,cậu,thằng,Pronouns,2.469477415084839,2.4280242919921875,-0.0414531230926513
MCQA_0036_5,MCQA,PNT3,điều gì,cấy chi,Interrogatives,2.469477415084839,2.640936374664306,0.1714589595794677
MCQA_0036_5,MCQA,PNT3,bát nào,chén mô,Interrogatives,2.469477415084839,2.844834327697754,0.375356912612915
MCQA_0036_5,MCQA,PNT3,bát,chén,Predicate vocabulary,2.469477415084839,2.601773500442505,0.132296085357666
MCQA_0036_5,MCQA,PNT3,bát nào,chén mô,Interrogatives,2.469477415084839,2.844834327697754,0.375356912612915
MCQA_0036_5,MCQA,PNT3,bát,chén,Predicate vocabulary,2.469477415084839,2.601773500442505,0.132296085357666
MCQA_0036_5,MCQA,PNT3,bát nào,chén mô,Interrogatives,2.469477415084839,2.844834327697754,0.375356912612915
MCQA_0036_5,MCQA,PNT3,bát nào,chén mô,Interrogatives,2.469477415084839,2.844834327697754,0.375356912612915
MCQA_0036_5,MCQA,PNT3,và,với,Connectives/Aspect markers,2.469477415084839,2.5523812770843506,0.0829038619995117
MCQA_0036_5,MCQA,PNT3,thế nào,răng,Interrogatives,2.469477415084839,2.674844264984131,0.205366849899292
MCQA_0036_5,MCQA,PNT4,gì,chi,Interrogatives,2.469477415084839,2.569185972213745,0.0997085571289062
MCQA_0036_5,MCQA,PNT4,nào,mô,Interrogatives,2.469477415084839,2.747190475463867,0.2777130603790283
MCQA_0036_5,MCQA,PNT4,nào,mô,Interrogatives,2.469477415084839,2.747190475463867,0.2777130603790283
MCQA_0036_5,MCQA,PNT4,nào,mô,Interrogatives,2.469477415084839,2.747190475463867,0.2777130603790283
MCQA_0036_5,MCQA,PNT4,nào,mô,Interrogatives,2.469477415084839,2.747190475463867,0.2777130603790283
MCQA_0036_5,MCQA,PNT4,nào,mô,Interrogatives,2.469477415084839,2.747190475463867,0.2777130603790283
MCQA_0036_5,MCQA,PNT4,nào,mô,Interrogatives,2.469477415084839,2.747190475463867,0.2777130603790283
MCQA_0036_5,MCQA,PNT4,thế nào,răng,Interrogatives,2.469477415084839,2.674844264984131,0.205366849899292
MCQA_0037_2,MCQA,PNN,ông bố,ba,Kinship/Honorific terms,2.859607219696045,2.966115713119507,0.1065084934234619
MCQA_0037_2,MCQA,PNN,mẹ nhé,má nhen,Kinship/Honorific terms,2.859607219696045,3.0919418334960938,0.2323346138000488
MCQA_0037_2,MCQA,PNN,không,hông,Negation/Function words,2.859607219696045,3.020528793334961,0.160921573638916
MCQA_0037_2,MCQA,PNN,mẹ,má,Kinship/Honorific terms,2.859607219696045,3.0529680252075195,0.1933608055114746
MCQA_0037_2,MCQA,PNN,mẹ,má,Kinship/Honorific terms,2.859607219696045,3.0529680252075195,0.1933608055114746
MCQA_0037_2,MCQA,PNN,lại,về,Predicate vocabulary,2.859607219696045,2.8891191482543945,0.0295119285583496
MCQA_0037_2,MCQA,PNN,mẹ và,má rồi,Kinship/Honorific terms,2.859607219696045,3.057382345199585,0.19777512550354
MCQA_0037_2,MCQA,PNN,cạnh,kế bên,Predicate vocabulary,2.859607219696045,2.8841545581817627,0.0245473384857177
MCQA_0037_2,MCQA,PNN,bố,ba,Kinship/Honorific terms,2.859607219696045,2.968984603881836,0.109377384185791
MCQA_0037_2,MCQA,PNT1,gì,chi,Interrogatives,2.859607219696045,3.0390710830688477,0.1794638633728027
MCQA_0037_2,MCQA,PNT1,cho,choa,Pronouns,2.859607219696045,3.1938958168029785,0.3342885971069336
MCQA_0037_2,MCQA,PNT1,cho,choa,Pronouns,2.859607219696045,3.1938958168029785,0.3342885971069336
MCQA_0037_2,MCQA,PNT1,cho,choa,Pronouns,2.859607219696045,3.1938958168029785,0.3342885971069336
MCQA_0037_2,MCQA,PNT2,nhé,nha,Discourse particles,2.859607219696045,2.844449758529663,-0.0151574611663818
MCQA_0037_2,MCQA,PNT2,đã làm gì,đạ mần chi,Interrogatives,2.859607219696045,3.2818408012390137,0.4222335815429687
MCQA_0037_2,MCQA,PNT2,không,nỏ,Negation/Function words,2.859607219696045,3.0989434719085693,0.2393362522125244
MCQA_0037_2,MCQA,PNT3,ông bố,bọ,Kinship/Honorific terms,2.859607219696045,3.076483964920044,0.216876745223999
MCQA_0037_2,MCQA,PNT3,nhé,nghe,Discourse particles,2.859607219696045,2.830385208129883,-0.0292220115661621
MCQA_0037_2,MCQA,PNT3,làm gì,mần cấy chi,Interrogatives,2.859607219696045,3.2676801681518555,0.4080729484558105
MCQA_0037_2,MCQA,PNT3,không,nọ,Negation/Function words,2.859607219696045,3.026689291000366,0.1670820713043213
MCQA_0037_2,MCQA,PNT3,và,rồi,Connectives/Aspect markers,2.859607219696045,2.877429962158203,0.0178227424621582
MCQA_0037_2,MCQA,PNT3,bố,bọ,Kinship/Honorific terms,2.859607219696045,3.038546085357666,0.1789388656616211
MCQA_0037_2,MCQA,PNT4,bố,ba,Kinship/Honorific terms,2.859607219696045,2.968984603881836,0.109377384185791
MCQA_0037_2,MCQA,PNT4,nhé,nghe,Discourse particles,2.859607219696045,2.830385208129883,-0.0292220115661621
MCQA_0037_2,MCQA,PNT4,gì,chi,Interrogatives,2.859607219696045,3.0390710830688477,0.1794638633728027
MCQA_0037_2,MCQA,PNT4,bố,ba,Kinship/Honorific terms,2.859607219696045,2.968984603881836,0.109377384185791
MCQA_0037_4,MCQA,PNN,không,hông,Negation/Function words,2.162851333618164,2.3413302898406982,0.1784789562225341
MCQA_0037_4,MCQA,PNN,không,hông,Negation/Function words,2.162851333618164,2.3413302898406982,0.1784789562225341
MCQA_0037_4,MCQA,PNN,đến,tới,Predicate vocabulary,2.162851333618164,2.197084665298462,0.0342333316802978
MCQA_0037_4,MCQA,PNT1,vậy,rứ,Demonstratives/Deixis,2.162851333618164,2.4858670234680176,0.3230156898498535
MCQA_0037_4,MCQA,PNT1,vậy,rứ,Demonstratives/Deixis,2.162851333618164,2.4858670234680176,0.3230156898498535
MCQA_0037_4,MCQA,PNT2,sao không,răng nỏ,Interrogatives,2.162851333618164,2.6375889778137207,0.4747376441955566
MCQA_0037_4,MCQA,PNT2,vậy,rứa,Demonstratives/Deixis,2.162851333618164,2.394625663757324,0.2317743301391601
MCQA_0037_4,MCQA,PNT2,vậy,rứa,Demonstratives/Deixis,2.162851333618164,2.394625663757324,0.2317743301391601
MCQA_0037_4,MCQA,PNT2,không,nỏ,Negation/Function words,2.162851333618164,2.4591846466064453,0.2963333129882812
MCQA_0037_4,MCQA,PNT3,tại sao,vì răng,Interrogatives,2.162851333618164,2.5516932010650635,0.3888418674468994
MCQA_0037_4,MCQA,PNT3,nói chuyện,gọi,Predicate vocabulary,2.162851333618164,2.235929250717163,0.073077917098999
MCQA_0037_4,MCQA,PNT3,vậy,rứa,Demonstratives/Deixis,2.162851333618164,2.394625663757324,0.2317743301391601
MCQA_0037_4,MCQA,PNT3,mất lịch sự,bờ hơ,Predicate vocabulary,2.162851333618164,2.4514050483703613,0.2885537147521972
MCQA_0037_4,MCQA,PNT3,vậy,rứa,Demonstratives/Deixis,2.162851333618164,2.394625663757324,0.2317743301391601
MCQA_0037_4,MCQA,PNT4,sao,ren,Interrogatives,2.162851333618164,2.6716513633728027,0.5088000297546387
MCQA_0037_4,MCQA,PNT4,vậy,rứa,Demonstratives/Deixis,2.162851333618164,2.394625663757324,0.2317743301391601
MCQA_0037_4,MCQA,PNT4,vậy,rứa,Demonstratives/Deixis,2.162851333618164,2.394625663757324,0.2317743301391601
MCQA_0037_4,MCQA,PNT4,đến,tới,Predicate vocabulary,2.162851333618164,2.197084665298462,0.0342333316802978
MCQA_0039_4,MCQA,PNN,khi,lúc,Connectives/Aspect markers,3.826528787612915,3.791571855545044,-0.034956932067871
MCQA_0039_4,MCQA,PNN,gấp gáp,rốp rẻng,Predicate vocabulary,3.826528787612915,4.013607501983643,0.1870787143707275
MCQA_0039_4,MCQA,PNN,gì,sao,Interrogatives,3.826528787612915,3.856566190719605,0.0300374031066894
MCQA_0039_4,MCQA,PNN,các,mấy,Negation/Function words,3.826528787612915,3.8540561199188232,0.0275273323059082
MCQA_0039_4,MCQA,PNN,đến,tới,Predicate vocabulary,3.826528787612915,3.874808788299561,0.0482800006866455
MCQA_0039_4,MCQA,PNN,không,hông,Negation/Function words,3.826528787612915,3.9387831687927246,0.1122543811798095
MCQA_0039_4,MCQA,PNN,các,mấy,Negation/Function words,3.826528787612915,3.8540561199188232,0.0275273323059082
