model_slug,model,task,id,failed_dialects,dialect_rows,failure_rate,failed_variant_list,standard_text,PNB_text,PNN_text,PNT1_text,PNT2_text,PNT3_text,PNT4_text
gemma_2_9b_it,Gemma 2 9B,SENT,SENT_0192,5,6,0.8333333333333334,"PNN, PNT1, PNT2, PNT3, PNT4",text: may mình đi làm rồi chứ 10 năm trước chắc sẽ phát khổ với bố mẹ vì mấy tin con nhà người ta như thế nào,text: may mình đi làm rồi chứ 10 năm trước chắc sẽ phát khổ với bố mẹ vì mấy tin con nhà người ta như thế nào,text: may mình đi làm rồi chứ 10 năm trước chắc sẽ mệt với ba má vì họ tin con nhà người ta như vậy,text: may mình đi mần rồi chớ 10 năm trước chắc sẽ phát khổ với bố mẹ vì mấy tin cuôn nhà người ta như thế nào,text: may mà đi mần rồi chứ không 10 năm trước chắc có lẹ phát khổ với mấy cấy tin con nhà người ta ni,text: may mà tau đi làm 10 năm rồi chơ 10 năm trước chắc sẽ phải khổi với ba mẹ vì mấy cì tin con nhà người ta như răng,"text: may chừ mình đi làm rồi, chứ 10 năm trước chắc phát khổ với ba má vì mấy tin con nhà người ta như ri"
vistral_7b_chat,Vistral 7B,SENT,SENT_3094,5,6,0.8333333333333334,"PNN, PNT1, PNT2, PNT3, PNT4",text: đàn bà ở nhà thế kia không sợ ngoại tình à ? tao đang lo vợ tao đây này,text: đàn bà ở nhà thế kia không sợ ngoại tình à ? tao đang lo vợ tao đây này,text: đàn bà ở nhà vậy hông sợ ngoại tình hả ? tao đang lo vợ tao đây nè,text: đàn bà ở nhà thế kia không sợ ngoại tình à ? tau đang lo vợ tau đây này,text: đàn bà ở nhà rứa nỏ sợ ngoại tình à ? tau đang lo vợ tau đây nì,text: đàn bà ở nhà in rứa nỏ sợ ngoại tình à ? tau đang lo vợ tau đây nì,text: đàn bà ở nhà rứa không sợ ngoại tình hả ? ta đang lo vợ tao đây nè
qwen_2_5_0_5b_instruct,Qwen2.5 0.5B,MCQA,MCQA_0016_0,5,6,0.8333333333333334,"PNB, PNN, PNT1, PNT3, PNT4","context: 1. Mới sáng tinh mơ, Chi đã vào vườn hoa của trường. Em đến tìm những bông cúc màu xanh, được cả lớp gọi là hoa Niềm Vui. Bố của Chi đang nằm viện. Em muốn đem tặng bố một bông hoa Niềm Vui để bố dịu cơn đau.

2. Những bông hoa màu xanh lộng lẫy dưới ánh mặt trời buổi sáng. Chi giơ tay định hái, nhưng em bỗng chần chừ vì không ai được ngắt hoa trong vườn. Mọi người vun trồng và chỉ đến đây để ngắm vẻ đẹp của hoa.

3. Cánh cửa kẹt mở. Cô giáo đến. Cô không hiểu vì sao Chi đến đây sớm thế. Chi nói:
- Xin cô cho em được hái một bông hoa. Bố em đang ốm nặng.
Cô giáo đã hiểu. Cô ôm em vào lòng:
- Em hãy hái thêm hai bông nữa, Chi ạ! Một bông cho em, vì trái tim nhân hậu của em. Một bông cho mẹ, vì cả bố và mẹ đã dạy dỗ em thành một cô bé hiếu thảo.

4. Khi bố khỏi bệnh, Chi cùng bố đến trường cảm ơn cô giáo. Bố còn tặng nhà trường một khóm hoa cúc đại đóa màu tím đẹp mê hồn. || question: Chi đã vào vườn hoa để làm gì vào lúc sáng sớm? || options: Hái một bông hoa để ngắm vì hoa đẹp quá. | Hái một bó hoa tặng mẹ nhân ngày Quốc tế Phụ nữ. | Hái một bó hoa để tặng cô giáo nhân ngày 20 - 11. | Hái tặng bố một bông hoa, mong bố dịu cơn đau.","question: Chi đã vào vườn hoa để làm gì vào lúc sáng sớm? || options: Hái một bông hoa để ngắm vì hoa đẹp quá. | Hái một bó hoa để tặng mẹ nhân ngày Quốc tế Phụ nữ. | Hái một bó hoa để tặng cô giáo nhân ngày 20 - 11. | Hái tặng bố một bông hoa, mong bố đỡ đau.","question: Chi đã vô vườn bông để làm gì hồi lúc sáng sớm? || options: Hái một bông hoa để ngắm vì hoa đẹp quá. | Hái một bó bông tặng má nhân ngày Quốc tế Phụ nữ. | Hái một bó bông để tặng cô giáo nhân ngày 20 - 11. | Hái tặng ba một bông hoa, mong ba dịu cơn đau.","question: Chi đã vào vườn hoa để làm cái chi vào lúc sáng sớm? || options: Hái một bông hoa để ngắm vì hoa đẹp quá. | Hái một bó hoa tặng mẹ nhân ngày Quốc tế Phụ nữ. | Hái một bó hoa để tặng cô giáo nhân ngày 20 - 11. | Hái tặng bố một bông hoa, mong bố bớt cơn đau.","question: Chi đã vô vườn hoa để mần chi lúc sáng sớm? || options: Hái một bông hoa để ngắm tại hoa đẹp quá. | Hái một bó hoa tặng mẹ nhân ngày Quốc tế Phụ nữ. | Hái một bó hoa để tặng cô giáo nhân ngày 20 - 11. | Hái tặng bố một bông hoa, mong bố dịu cơn đau.","question: Chi đã vô vườn hoa để mần chi vào lúc sớm mai? || options: Hái một bông hoa để ngắm vì hoa đẹp quái. | Hái một bó hoa tặng mạ nhân ngày Quốc tế Phụ nữ. | Hái một bó hoa để tặng cô giáo nhân ngày 20 - 11. | Hái tặng bọ một bông hoa, trông bọ dịu cơn đau.","question: Chi đã vô vườn hoa để làm chi hồi sáng sớm? || options: Hái một bông hoa để ngắm vì hoa đẹp ghê. | Hái một bó hoa tặng má nhân ngày Quốc tế Phụ nữ. | Hái một bó hoa để tặng cô giáo nhân ngày 20 - 11. | Hái tặng ba một bông hoa, mong ba dịu cơn đau."
qwen_2_5_0_5b_instruct,Qwen2.5 0.5B,SENT,SENT_4155,5,6,0.8333333333333334,"PNB, PNT1, PNT2, PNT3, PNT4","text: một lúc nào đó chúng ta sẽ không nói chuyện nữa , lúc đó có lẽ em thật sự đã buông bỏ được rồi ...","text: Một lúc nào đó chúng ta sẽ không nói chuyện nữa, lúc đó có lẽ em thật sự đã buông bỏ được rồi...","text: tới lúc nào đó tụi mình sẽ hông nói chuyện nữa , lúc đó hông chừng em thiệt sự đã buông bỏ được rồi ...","text: một lúc môđó chúng ta sẽ không nói chuyện nữa , lúc đó có lẽ em thật sự đã buông bỏ được rồi ...","text: Một lúc mô đó chúng ta sẽ nỏ nói chuyện nữa , lúc nớ có lẽ em thật sự đã buông bỏ được rồi ...","text: một lúc mô đó mình sẽ không nói chuyện nữa , lúc nớ có lẽ em thật sự đã buông bỏ được rồi ...","text: một lúc mô đó chúng ta sẽ không nói chuyện nữa , lúc nớ có lẽ em thiệt sự đã buông bỏ được rồi ..."
mistral_7b_instruct_v0_3,Mistral 7B,NLI,NLI_2615,5,6,0.8333333333333334,"PNB, PNN, PNT2, PNT3, PNT4","premise: Nó chui vào gầm xe của tôi, rúc trong đó một lúc cho tới khi nó cảm thấy ổn. || hypothesis: Nó chui xuống gầm xe không vì một lí do gì trước khi nó ra ngoài.",hypothesis: Nó chui xuống gầm xe không vì một lý do gì trước khi nó ra ngoài.,hypothesis: Nó chui xuống gầm xe hông vì một lí do gì trước khi nó ra ngoài.,hypothesis: Nó bò xuống gầm xe chả vì một lí do chi trước khi nó ra ngoài.,hypothesis: Hấn chui xuống gầm xe nỏ vì một lí do chi trước khi hấn ra ngoài.,hypothesis: Nó chui xuống gầm xe không vì một lí do chi trước khi nó ra ngoài.,hypothesis: Nó chui xuống gầm xe không vì một lí do chi trước khi nó ra ngoài.
mistral_7b_instruct_v0_3,Mistral 7B,SENT,SENT_1161,5,6,0.8333333333333334,"PNB, PNN, PNT1, PNT2, PNT3",text: ly hôn kiểu này thì không cần tới bước cuối cùng . chỉ cần tới bước tính xem trả lại tiền mừng là tao bỏ ngay ý định ly hôn luôn rồi ... kkkk,text: Ly hôn kiểu này thì không cần đến bước cuối cùng. Chỉ cần đến bước tính trả lại tiền mừng là tao bỏ ngay ý định ly hôn luôn rồi... kkkk,text: Ly hôn kiểu này thì hông cần tới bước cuối cùng. Chỉ cần tới bước tính coi trả lại tiền mừng là tao bỏ ngay ý định ly hôn luôn rồi... kkkk,text: ly hôn kiểu này thì không cần tới bước cuối cùng . chỉ cần tới bước tính xem trả lại tiền mừng là tau bỏ ngay ý định ly hôn luôn rồi ... kkkk,text: ly hôn kiểu ni thì nỏ cần tới bước cuối cùng. Chỉ cần tới bước tính xem trả lại tiền mừng cho tau là tau bỏ ngay ý định ly hôn luôn rồi ... kkk,text: ly hôn kiểu ri thì nỏ cần tới bước cuối . chỉ cần tới đoạn tính răng trả lại tiền mừng là tau bỏ ngay kì ý định ly hôn luôn rồi....kkkk,text: ly hôn kiểu ni thì không cần tới bước cuối cùng . chỉ cần tới bước tính coi trả lại tiền mừng là ta bỏ liền ý định ly hôn luôn rồi ... kkkk
qwen_2_5_0_5b_instruct,Qwen2.5 0.5B,SENT,SENT_1338,5,6,0.8333333333333334,"PNN, PNT1, PNT2, PNT3, PNT4",text: sao con này mồm nó cứ rộng toang toác ra như thế nhỉ ?,text: sao con này mồm nó cứ rộng toang toác ra như thế nhỉ ?,text: sao con này miệng nó cứ bô bô ra vậy ta ?,text: sao con này mồm nó cứ rộng toang hoang ra như rứa nhể?,text: sao con ni mồm hấn cứ rộng toang toác ra như rứa hầy?,text: răng con ni mồm hắn cứ rộng toang toác ra như rứa hè ?,text: sao con này nó cứ ngoác mồm ra thế nhỉ ?
llama_3_1_8b_instruct,Llama 3.1 8B,SENT,SENT_3273,5,6,0.8333333333333334,"PNB, PNN, PNT1, PNT2, PNT3",text: những người nhập cho các chau ăn thịt bẩn đó họ có còn là con người nũa không ? vì tiền mà họ để lương tao bị cho cắm mất rồi . lũ khốn nạn,text: những người nhập cho các cháu ăn thịt bẩn đó họ có còn là con người nữa không ? vì tiền mà họ để lương tâm  bị chó cắn mất rồi . lũ khốn nạn,text: mấy người nhập cho mấy đứa cháu ăn thịt dơ đó họ có còn là con người nũa hông ? vì tiền mà họ để lương tao bị cho cắm mất tiêu rồi . tụi khốn nạn,text: những người nhập cho các cháu ăn thịt bẩn đó họ có còn là con người nữa không ? vì tiền mà họ để lương tâm bị cho cắm mất rồi . lũ khốn nạn,text: Những người nhập cho các cháu ăn thịt bẩn đó họ có còn là con người nữa không? Vì tiền mà họ để lương tâm bị chó cắn mất rồi. Lũ khốn nạn,text: mấy người nhập cho mấy chau ăn thịt bẩn nớ họ có còn là con người nữa không ? vì tiền mà họ để lương tao bị cho cắm mất rồi . bọn khốn nạn,text: những người nhập cho mấy cháu ăn thịt nhớp đó họ có còn là con người nữa không ? vì tiền mà họ để lương tao bị cho cắm mất rồi . lũ khốn nạn
mistral_7b_instruct_v0_3,Mistral 7B,SENT,SENT_0070,5,6,0.8333333333333334,"PNB, PNT1, PNT2, PNT3, PNT4",text: xem cái này mới biết vốn tiếng anh của mình cũng khá !,text: xem cái này mới biết trình độ tiếng anh của mình cũng khá !,text: xem cái này mới biết vốn tiếng anh của mình cũng khá !,text: xiêm cấy ni mới biết vốn tiếng anh của mình cũng khá !,text: xem cái ni mới biết vốn tiếng anh của mình cụng được !,text: coi cái ni mới biết vốn tiếng anh của tau cũng khá !,text: xem cái ni mới biết vốn tiếng anh của mình cũng khá !
qwen_2_5_7b_instruct,Qwen2.5 7B,SENT,SENT_4084,5,6,0.8333333333333334,"PNN, PNT1, PNT2, PNT3, PNT4",text: em này sao giống chị tao quá vậy,text: em này sao giống chị tao quá vậy,text: em này sao giống chị tao dữ vậy,text: em này sao giống chị tau quá vậy,text: em ni sao giống chị tau rứa,text: kì em ni răng giống chị tau rứa he,text: em ni ren giống chị tao ghê rứa
mistral_7b_instruct_v0_3,Mistral 7B,MCQA,MCQA_0090_6,5,6,0.8333333333333334,"PNN, PNT1, PNT2, PNT3, PNT4","context: 1. Năm nay, mùa đông đến sớm. Gió thổi từng cơn lạnh buốt. Đã hơn một tuần nay, Lan thấy Hòa có chiếc áo len màu vàng thật đẹp. Áo có dây kéo ở giữa, lại có cả mũ để đội khi có gió lạnh hoặc mưa lất phất. Lan đã mặc thử. Áo ấm ơi là ấm. Đêm ấy, em nói với mẹ là em muốn có một chiếc áo len như của bạn Hòa.

2. Mẹ đang định mua áo ấm cho hai anh em Tuấn, Lan. Thấy con gái nói vậy, mẹ bối rối:

- Cái áo của Hòa đắt bằng tiền cả hai cái áo của anh em con đấy. 

Lan phụng phịu:

- Nhưng con chỉ muốn một chiếc áo như thế thôi.

Dỗi mẹ, Lan đi nằm ngay. Em vờ ngủ.

3. Một lúc lâu, bỗng em nghe tiếng anh Tuấn thì thào với mẹ:

- Mẹ ơi, mẹ dành hết tiền mua cái áo ấy cho em Lan đi. Con không cần thêm áo đâu.

Giọng mẹ trầm xuống:

- Năm nay trời lạnh lắm. Không có áo ấm, con sẽ ốm mất.

- Con khỏe lắm, mẹ ạ. Con sẽ mặc thêm nhiều áo cũ ở bên trong.

Tiếng mẹ âu yếm:

- Để mẹ nghĩ đã. Con đi ngủ đi.

4. Nằm cuộn tròn trong chiếc chăn bông ấm áp, Lan ân hận quá. Em muốn ngồi dậy xin lỗi mẹ và anh, nhưng lại xấu hổ vì mình đã vờ ngủ.

Áp mặt xuống gối, em mong trời mau sáng để nói với mẹ: ""Con không thích chiếc áo ấy nữa. Mẹ hãy để tiền mua áo ấm cho cả hai anh em"". || question: Biểu hiện của Lan như thế nào khi mẹ không mua được cho em chiếc áo như của bạn Hòa? || options: Nói: ""Nhưng con chỉ muốn một chiếc áo như thế thôi"", dỗi mẹ, vờ nhắm mắt ngủ. | Mặt buồn thiu nhưng đành chấp nhận. | Dỗi mẹ, vờ nhắm mắt đi ngủ. | Nói: ""Nhưng con chỉ muốn một chiếc áo như thế thôi"".","question: Biểu hiện của Lan như thế nào khi mẹ không mua được cho em chiếc áo như của bạn Hòa? || options: Nói: ""Nhưng con chỉ muốn một chiếc áo như thế thôi"", dỗi mẹ, giả vờ nhắm mắt ngủ. | Mặt buồn  nhưng đành chấp nhận. | Dỗi mẹ, giả vờ nhắm mắt đi ngủ. | Nói: ""Nhưng con chỉ muốn một chiếc áo như thế thôi"".","question: Biểu hiện của Lan như nào khi mẹ hông mua được cho em cái áo như của bạn Hòa? || options: Nói: ""Nhưng con chỉ muốn một cái áo như vậy thôi"", giận mẹ, giả đò nhắm mắt ngủ. | Mặt buồn thiu nhưng đành chấp nhận. | Giận mẹ, giả đò nhắm mắt đi ngủ. | Nói: ""Nhưng con chỉ muốn một cái áo như vậy thôi"".","question: Biểu hiện của Lan ra răng khi mẹ không mua được cho em chiếc áo như của bạn Hòa? || options: Nói: ""Nhưng con chỉ muốn một chiếc áo như rứa thôi"", dỗi mẹ, vờ nhắm mắt ngủ. | Mặt buồn thiu nhưng đành chấp nhận. | Dỗi mẹ, vờ nhắm mắt đi ngủ. | Nói: ""Nhưng con chỉ muốn một chiếc áo như rứa thôi"".","question: Biểu hiện của Lan a răng khi mẹ không mua được cho em chiếc áo như của con Hòa? || options: Nói: ""Nhưng con chỉ muốn một chiếc áo a rứa thôi"", dỗi mẹ, vờ nhắm mắt ngủ. | Mặt buồn thiu nhưng đành chấp nhận. | Dỗi mẹ, vờ nhắm mắt đi ngủ. | Nói: ""Nhưng con chỉ muốn một chiếc áo a rứa thôi"".","question: Biểu hiện của Lan như răng khi mẹ không mua được cho em chiếc áo như của bạn Hòa? || options: Nói: ""Nhưng con chỉ muốn một cái áo như rứa thôi"", lẫy mẹ, giả đò nhắm mắt ngủ. | Mặt buồn thiu nhưng đành chấp nhận. | Lẫy mẹ, giả đò nhắm mắt đi ngủ. | Nói: ""Nhưng con chỉ muốn một chiếc áo như rứa thôi"".","question: Biểu hiện của Lan như răn khi mẹ không mua được cho em chiếc áo như của bạn Hòa? || options: Nói: ""Nhưng con chỉ muốn một chiếc áo như thế thôi"", dỗi mẹ, giả vờ nhắm mắt ngủ. | Mặt buồn thiu nhưng đành chấp nhận. | Dỗi mẹ, vờ nhắm mắt đi ngủ. | Nói: ""Nhưng con chỉ muốn một chiếc áo như thế thôi""."
qwen_2_5_7b_instruct,Qwen2.5 7B,SENT,SENT_5154,5,6,0.8333333333333334,"PNN, PNT1, PNT2, PNT3, PNT4",text: đấy có phải con người không nhỉ ? mà sao lại làm thế,text: đấy có phải con người không nhỉ ? mà sao lại làm thế,text: đó có phải con người hông nhỉ ? mà sao lại làm vậy,text: đấy có phải con người không nhỉ ? mà sao lại làm di,text: đấy có phải con người không nhỉ ? mà răng lại mần rứa,text: đó có phải con người khung hè ? mà răng lại mần rứa,text: nớ có phải con người không nhỉ ? mà răng lại làm thế
gemma_3_4b_it,Gemma 3 4B,SENT,SENT_4084,5,6,0.8333333333333334,"PNN, PNT1, PNT2, PNT3, PNT4",text: em này sao giống chị tao quá vậy,text: em này sao giống chị tao quá vậy,text: em này sao giống chị tao dữ vậy,text: em này sao giống chị tau quá vậy,text: em ni sao giống chị tau rứa,text: kì em ni răng giống chị tau rứa he,text: em ni ren giống chị tao ghê rứa
gemma_2_9b_it,Gemma 2 9B,SENT,SENT_4057,5,6,0.8333333333333334,"PNN, PNT1, PNT2, PNT3, PNT4",text: mình chỉ nói đến cơ hội việc làm thôi chứ không bàn luận gì về việc ông ấy là người như thế nào bạn nhé ??,text: mình chỉ nói đến cơ hội việc làm thôi chứ không bàn luận gì về việc ông ấy là người như thế nào bạn nhé ??,text: mình chỉ nói tới cơ hội việc làm thôi chứ hông bàn luận gì về vụ ổng là người ra sao bạn nha ??,text: tau chỉ nói đến cơ hội việc làm thôi chứ không bàn luận gì về việc ông nứ là người như thế nào bạn nhé ??,text: mình chỉ nói đến cơ hội việc làm thôi chứ nỏ bàn luận chi về việc ông nớ là ngài a răng bạn nha ??,text: miềng chỉ nói đến cơ hội việc làm thôi chơ khung bàn luận chi về việc ông nớ là người như răng bạn nghe ??,text: mình chỉ nói tới cơ hội việc làm thôi chớ không bàn luận chi về việc ông nớ là người ra ren bạn nhé ??
qwen_2_5_7b_instruct,Qwen2.5 7B,SENT,SENT_0018,5,6,0.8333333333333334,"PNN, PNT1, PNT2, PNT3, PNT4","text: thời buổi bây chừ chuyện gì cũng có thể xảy ra , vậy nên thôi trất , đừng nên tin ai","text: thời buổi bây giờ chuyện gì cũng có thể xảy ra, nên thôi, đừng nên tin ai","text: thời buổi bây giờ chuyện gì cũng có thể xảy ra , vậy nên thôi dẹp đi , đừng nên tin ai","text: thời buổi bây chừ chuyện chi cũng có thể xảy ra, vậy nên thôi trất, đừng nên tin ai","text: thời buổi ni chuyện chi cụng có thể xảy ra, vậy nên thôi dẹp, đừng nên tin ai","text: thời buổi ni chuyện chi cũng xảy ra được, vậy nên dẹp đi, đừng nên tin ai","text: Thời buổi bi giờ chuyện chi cũng có thể xảy ra, rứa nên thôi tốt nhứt, đừng nên tin ai"
qwen_2_5_3b_instruct,Qwen2.5 3B,MCQA,MCQA_0051_0,5,6,0.8333333333333334,"PNN, PNT1, PNT2, PNT3, PNT4","context: Em cầm tờ lịch cũ:
Ngày hôm qua đâu rồi?
Ra ngoài sân hỏi bố
Xoa đầu em, bố cười

Ngày hôm qua ở lại
Trên cành hoa trong vườn
Nụ hồng lớn lên mãi
Đợi đến ngày tỏa hương.

Ngày hôm qua ở lại
Trong hạt lúa mẹ trồng
Cánh đồng chờ gặt hái
Chín vàng màu ước mong.

Ngày hôm qua ở lại
Trong vở hồng của con
Con học hành chăm chỉ
Là ngày qua vẫn còn. || question: Em nhỏ hỏi bố điều gì khi cầm tờ lịch cũ? || options: Ngày hôm kia đâu rồi?. | Ngày hôm nay đâu rồi?. | Ngày hôm xưa đâu rồi?. | Ngày hôm qua đâu rồi?.",question: Em nhỏ hỏi bố điều gì khi cầm tờ lịch cũ? || options: Ngày hôm kia đâu rồi?. | Ngày hôm nay đâu rồi?. | Ngày hôm kìa đâu rồi?. | Ngày hôm qua đâu rồi?.,question: Em nhỏ hỏi ba chuyện gì khi cầm tờ lịch cũ? || options: Ngày hôm trước đâu rồi? | Ngày hôm nay đâu rồi? | Ngày hôm xưa đâu rồi? | Ngày hôm qua đâu rồi?,question: Em nhỏ hỏi bố điều chi khi cầm tờ lịch cũ? || options: Ngày hôm kia đi mô rồi? | Ngày hôm nay đi mô rồi? | Ngày hôm xưa đi mô rồi? | Ngày hôm qua đi mô rồi?,question: Em nhỏ hỏi bố cây chi khi cầm tờ lịch cũ? || options: Ngày bựa nớ mô rồi?. | Ngày bựa ni mô rồi?. | Ngày mọi hồi mô rồi?. | Ngày bựa qua mô rồi?.,question: Em nhỏ hỏi bọ cấy chi khi cầm tờ lịch cộ? || options: Ngày hôm kia mô rồi?. | Ngày hôm ni mô rồi?. | Ngày chầu tê mô rồi?. | Ngày bựa qua mô rồi?.,question: Em nhỏ hỏi bố điều chi khi cầm tờ lịch cũ? || options: Ngày hôm nớ đâu rồi?. | Ngày hôm ni đâu rồi?. | Ngày hôm xưa đâu rồi?. | Ngày hôm qua đâu rồi?.
qwen_2_5_0_5b_instruct,Qwen2.5 0.5B,QA,QA_11800,5,6,0.8333333333333334,"PNB, PNN, PNT1, PNT2, PNT3","context: Lục quân gồm 11 ngàn binh sĩ của Washington đến đóng quân mùa đông tại Valley Forge nằm ở phía bắc Philadelphia vào tháng 12 năm 1777. Trong khoảng thời gian 6 tháng, con số người chết trong trại lên đến hàng ngàn người (đa số do bệnh tật), theo các ước tính của các sử gia thì con số người chết có từ 2000 đến 2500 thậm chí lên đến trên 3000 binh sĩ. Tuy nhiên, đến mùa xuân, lục quân lộ diện từ Valley Forge trong đội hình tốt một phần nhờ vào một chương trình huấn luyện tầm cỡ do Baron von Steuben, một cựu chiến binh của bộ tổng tham mưu Phổ. Người Anh rút bỏ Philadelphia về New York năm 1778 bị Washington theo dõi. Washington liền tấn công họ tại Monmouth. Đây là một trận đánh không phân thắng bại và là một trong các trận đánh lớn nhất trong cuộc chiến tranh. Sau cùng, người Anh tiếp tục hướng về New York, và Washington di chuyển quân của mình ra khỏi New York. || question: Sau khi người Anh quân về New York, Washington đã có phản ứng như thế nào đối với sự việc này?","question: Sau khi quân Anh quay về New York, Washington đã có phản ứng như thế nào trước sự việc này?","question: Sau khi người Anh quân về New York, Washington đã có phản ứng ra sao đối với vụ này?","question: Sau khi người Anh quân về New York, Washington đã có phản ứng như răng đối với sự việc này?","question: Sau khi người Anh quân về New York, Washington đã có phản ứng như răng đối với sự việc ni?","question: Sau khi quân Anh về New York, Washington đã có phản ứng như răng đối với sự việc ni?","question: Sau khi người Anh quân về New York, Washington đã có phản ứng như thế nào đối với sự việc này?"
qwen_2_5_0_5b_instruct,Qwen2.5 0.5B,QA,QA_17926,5,6,0.8333333333333334,"PNN, PNT1, PNT2, PNT3, PNT4","context: Vấn đề trung tâm sau năm 1848 là sự mở rộng chủ nghĩa nô lệ. Sự việc này gây ra sự đối đầu giữa những thành phần chống chế độ nô lệ mà chiếm đa số tại miền Bắc với những thành phần ủng hộ chế độ nô lệ mà chiếm số đông tại miền Nam. Một con số nhỏ những người miền Bắc rất tích cực là những người theo chủ nghĩa bãi nô, tuyên bố rằng sở hữu nô lệ là một tội lỗi (nói theo thuyết thần học Kháng Cách) và đòi bãi bỏ chủ nghĩa nô lệ ngay lập tức. Con số đông hơn nhiều chống đối việc mở rộng chủ nghĩa nô lệ đã tìm cách xếp đặt thời gian cho nó biến mất để nước Mỹ thực hiện trở thành đất tự do, lao động tự do (không nô lệ), và tự do ngôn luận (đối ngược với sự kiểm duyệt gắt gao ở miền Nam). Người da trắng ở miền Nam khăng khăng rằng chủ nghĩa nô lệ là lợi ích văn hóa và xã hội kinh tế đối với tất cả người da trắng (và thậm chí đối với chính người nô lệ) và họ lên án tất cả những phát ngôn viên chống chủ nghĩa nô lệ là ""abolitionists. || question: Một số người miền Bắc đã tuyên bố chủ nghĩa nô lệ là một tội ác, đó là cách nói theo thuyết nào?","question: Một số người miền Bắc đã tuyên bố chủ nghĩa nô lệ là một tội ác, đó là cách nói theo thuyết nào?","question: Mấy người miền Bắc đã tuyên bố cái chủ nghĩa nô lệ là một tội ác, đó là cách nói theo thuyết nào?","question: Một số người miền Bắc đã tuyên bố chủ nghĩa nô lệ là một tội ác, đó là cách nói theo thuyết mô?","question: Một số người miền Bắc đã tuyên bố chủ nghĩa nô lệ là một tội ác, đó là cách nói theo thuyết mô?","question: Một số người miền Bắc đã tuyên bố chủ nghĩa nô lệ là một tội ác, đó là cách nói theo thuyết mô?","question: Mấy người miền Bắc đã tuyên bố chủ nghĩa nô lệ là một tội ác, đó là cách nói theo thuyết mô?"
qwen_2_5_7b_instruct,Qwen2.5 7B,QA,QA_22617,5,6,0.8333333333333334,"PNN, PNT1, PNT2, PNT3, PNT4","context: Trong thập niên 1820, khi những vùng khác của Đế chế Tây Ban Nha tại Mỹ Latinh nổi loạn và thành lập nên các nhà nước độc lập, Cuba tiếp tục trung thành, dù đã có một số khích động độc lập. Điều này một phần bởi sự thịnh vượng của những người định cư Cuba phụ thuộc vào thương mại xuất khẩu tới châu Âu, một phần bởi lo ngại về một cuộc nổi loạn nô lệ (như đã xảy ra tại Haiti) nếu người Tây Ban Nha rút đi và một phần bởi người Cuba e ngại sự lớn mạnh của Hoa Kỳ hơn là họ ghét chính quyền cai trị thuộc địa Tây Ban Nha. || question: Tại Mỹ Latinh ngoại trừ Cuba thì các vùng thuộc địa của Tây Ban Nha đã có những động thái nào vào thập niên 1820?",question: Tại Mỹ Latinh ngoại trừ Cuba thì các vùng thuộc địa của Tây Ban Nha đã có những động thái gì vào thập niên 1820?,question: Tại Mỹ Latinh ngoại trừ Cuba thì mấy vùng thuộc địa của Tây Ban Nha đã có những động thái gì vào thập niên 1820?,question: Tại Mỹ Latinh ngoại trừ Cuba thì các vùng thuộc địa của Tây Ban Nha đã có những động thái mô vào thập niên 1820?,question: Lộ Mỹ Latinh ngoại trừ Cuba thì các vùng thuộc địa của Tây Ban Nha đã có những động thái mô vô thập niên 1820?,question: Tại Mỹ Latinh trừ Cuba ra thì mấy vùng thuộc địa của Tây Ban Nha đã có những động thái chi vô thập niên 1820?,question: Tại Mỹ Latinh ngoại trừ Cuba thì mấy khu thuộc địa của Tây Ban Nha đã có những động thái chi ở thập niên 1820?
qwen_2_5_7b_instruct,Qwen2.5 7B,QA,QA_3410,5,6,0.8333333333333334,"PNB, PNN, PNT2, PNT3, PNT4","context: Nửa sau của thế kỷ XX là giai đoạn phát triển của thời đại tin học và toàn cầu hoá đã làm tăng trưởng thương mại và trao đổi văn hoá tăng lên ở mức đáng kinh ngạc. Thám hiểm vũ trụ đã mở rộng ra toàn bộ hệ mặt trời. DNA, mức độ bản nguyên nhất của sự sống, đã được khám phá, và bộ gene của con người cũng đã được nối kết đầy dủ, hứa hẹn cuối cùng sẽ mang lại một thay đổi về tình trạng bệnh tật của loài người. Số lượng những bài báo khoa học hàng năm hiện nay vượt quá tổng số lượng của chúng trước năm 1900 , và cứ 15 năm lại tăng gấp đôi. Tỷ lệ biết chữ tiếp tục tăng lên, và phần trăm nhân lực cần thiết để sản xuất ra đủ lượng lương thực cho thế giới ngày càng giảm bớt khi chúng ta đạt tới (thời đại của những máy móc trí tuệ). || question: Phạm vị thám hiểm trong lĩnh vực vũ trụ đã mở rộng đến nơi nào vào nữa sau thế kỷ XX?",question: Phạm vi thám hiểm trong lĩnh vực vũ trụ đã mở rộng đến nơi nào vào nửa sau thế kỷ XX?,question: Phạm vị thám hiểm trong lĩnh vực vũ trụ đã mở rộng tới đâu vào nữa sau thế kỷ XX?,question: Phạm vị thám hiểm trong lĩnh vực vũ trụ đã mở rộng đến nơi nào vào nữa sau thế kỷ XX?,question: Phạm vị thám hiểm trong lĩnh vực vũ trụ đạ mở rộng đến mô vào nửa sau thế kỷ XX?,question: Phạm vị thám hiểm trong lĩnh vực vũ trụ đã mở rộng đến từng mô vào nữa sau thế kỷ XX?,question: Phạm vị thám hiểm trong lĩnh vực vũ trụ đã mở rộng đến nơi mô vào nữa sau thế kỷ XX?
